ID_SAMPLE,entity_name,latitude,longitude,elevation_new,elevation_original,diff
903,EPDcoretop_E1407,51.76,10.46,743,825,0.0993939393939394
904,EPDcoretop_E1410,51.73,9.51,395,300,0.31666666666666665
905,EPDcoretop_E1411,51.68,10.31,255,228,0.11842105263157894
906,EPDcoretop_E1412,51.91,10.18,197,180,0.09444444444444444
907,EPDcoretop_E1418,52.85,14.1,11,5,1.2
908,EPDcoretop_E1420,38.844167,20.833889,26,3,7.666666666666667
909,EPDcoretop_E1421,52,14.2,54,49,0.10204081632653061
910,EPDcoretop_E1422,51.77,10.52,805,780,0.03205128205128205
911,EPDcoretop_E1426,50.14,11.88,754,725,0.04
912,EPDcoretop_E1429,50.03,11.86,853,778,0.09640102827763496
913,EPDcoretop_E1430,49.91,12.04,786,718,0.0947075208913649
914,EPDcoretop_E1432,50.28,12.1,607,572,0.06118881118881119
915,EPDcoretop_E1458,45.06,5.89,1569,1560,0.0057692307692307696
916,EPDcoretop_E1459,45.86,6.17,406,447,0.09172259507829977
917,EPDcoretop_E1463,37.67,46.63,2320,2410,0.03734439834024896
918,EPDcoretop_E1467,49.04,8.76,231,207,0.11594202898550725
919,EPDcoretop_E1476,44.72,6.45,2106,2000,0.053
920,EPDcoretop_E1478,48.575536,8.349523,748,747,0.0013386880856760374
921,Roesch_a2,48.575536,8.349523,748,747,0.0013386880856760374
922,EPDcoretop_E1487,36.82,8.77,693,780,0.11153846153846154
923,EPDcoretop_E1489,37.13,9.08,215,330,0.3484848484848485
924,EPDcoretop_E1491,37.15,9.08,120,200,0.4
925,EPDcoretop_E1495,36.6,8.39,923,1203,0.23275145469659186
926,EPDcoretop_E1500,36.8,8.25,51,13,2.923076923076923
927,EPDcoretop_E1508,47.68,8.98,439,408,0.07598039215686274
928,EPDcoretop_E1509,50.59,16.12,655,696,0.05890804597701149
929,EPDcoretop_E1510,50.74,15.71,1241,1425,0.12912280701754386
930,EPDcoretop_E1511,50.74,15.71,1241,1425,0.12912280701754386
931,EPDcoretop_E1523,50.74,15.71,1241,1425,0.12912280701754386
932,EPDcoretop_E1524,50.74,15.71,1241,1425,0.12912280701754386
933,EPDcoretop_E1525,50.74,15.71,1241,1425,0.12912280701754386
934,EPDcoretop_E1611,50.74,15.71,1241,1425,0.12912280701754386
935,EPDcoretop_E1512,49.79,12.46,758,745,0.0174496644295302
936,EPDcoretop_E1528,48.92,13.82,786,765,0.027450980392156862
937,EPDcoretop_E1547,50.58,16.13,647,715,0.0951048951048951
938,EPDcoretop_E1548,49.13,18.03,472,599,0.21202003338898165
939,EPDcoretop_E1549,50.65,16.1,615,677,0.0915805022156573
940,EPDcoretop_E1550,50.58,16.15,599,713,0.15988779803646563
941,EPDcoretop_E1560,41.19,-4.67,787,784,0.003826530612244898
942,EPDcoretop_E1578,48.669327,8.296398,839,830,0.010843373493975903
943,EPDcoretop_E1579,48.669327,8.296398,839,830,0.010843373493975903
944,Roesch_a5,48.669327,8.296398,839,830,0.010843373493975903
945,EPDcoretop_E1580,50.66,15.76,1086,1206,0.09950248756218906
946,EPDcoretop_E1581,49.52,18.63,778,615,0.26504065040650404
947,EPDcoretop_E1586,50.89,14.27,332,460,0.2782608695652174
948,EPDcoretop_E1589,50.5,13.5,276,231,0.19480519480519481
949,EPDcoretop_E1590,49.4842,18.6722,789,790,0.0012658227848101266
950,EPDcoretop_E1591,49.39,12.44,528,481,0.09771309771309772
951,EPDcoretop_E1593,48.83,17.54,458,498,0.08032128514056225
952,EPDcoretop_E1595,50.2,15.96,247,237,0.04219409282700422
953,EPDcoretop_E1596,50.85,14.34,317,240,0.32083333333333336
954,EPDcoretop_E1597,50.77,15.54,1299,1336,0.027694610778443114
955,EPDcoretop_E1598,48.78,13.87,1100,1105,0.004524886877828055
956,EPDcoretop_E1601,50.89,14.41,391,423,0.07565011820330969
957,EPDcoretop_E1604,50.13,13.93,455,478,0.04811715481171548
958,EPDcoretop_E1610,48.89,17.89,483,460,0.05
959,EPDcoretop_E1614,49.73,12.39,716,685,0.04525547445255475
960,EPDcoretop_E1616,49.61,12.54,512,497,0.030181086519114688
961,EPDcoretop_E1617,50.38,14.12,208,232,0.10344827586206896
962,EPDcoretop_E1630,41.32,23.02,1368,1400,0.022857142857142857
963,EPDcoretop_E1643,37.15,54.06,-26,-26,-0
964,EPDcoretop_E1668,50.61,-3.96,529,513,0.031189083820662766
965,EPDcoretop_E1675,50.65,-3.96,542,598,0.09364548494983277
966,EPDcoretop_E1677,50.98,-3.64,251,255,0.01568627450980392
967,EPDcoretop_E1678,50.97,-3.62,246,243,0.012345679012345678
968,EPDcoretop_E1679,51.07,-3.69,348,345,0.008695652173913044
969,EPDcoretop_E1680,50.93,-3.43,141,122,0.1557377049180328
970,EPDcoretop_E1682,51.12,-3.83,380,366,0.03825136612021858
971,EPDcoretop_E1683,50.66,-3.91,408,401,0.017456359102244388
972,EPDcoretop_E1684,50.97,-3.63,240,263,0.08745247148288973
973,EPDcoretop_E1685,50.62,-3.94,495,517,0.0425531914893617
974,EPDcoretop_E1707,65.04,125.04,41,123,0.6666666666666666
975,EPDcoretop_E1730,45.89,6.77,1526,1225,0.24571428571428572
976,EPDcoretop_E1731,52.78,108.13,444,458,0.03056768558951965
977,EPDcoretop_E1732,45.31,1.84,446,430,0.037209302325581395
978,EPDcoretop_E1733,48.95,12.86,737,870,0.1528735632183908
979,EPDcoretop_E1751,68.25,65.79,126,150,0.16
980,EPDcoretop_E1787,62.09,149.01,1108,1040,0.06538461538461539
981,EPDcoretop_E1788,63.52,147.93,945,969,0.02476780185758514
982,EPDcoretop_E1789,63.42,176.57,122,102,0.19607843137254902
983,EPDcoretop_E1790,73.61,117.12,9,25,0.64
984,EPDcoretop_E1792,59.96,152.1,871,660,0.3196969696969697
985,EPDcoretop_E1794,60.73,151.89,847,800,0.05875
986,EPDcoretop_E1795,73.33,124.2,4,35,0.8857142857142857
987,EPDcoretop_E1796,62.1,149,1108,1053,0.052231718898385564
988,EPDcoretop_E1798,62.04,149.59,827,853,0.03048065650644783
989,EPDcoretop_E1802,61.03,151.72,896,980,0.08571428571428572
990,EPDcoretop_E1805,62.33,10.4,1070,1115,0.04035874439461883
991,EPDcoretop_E1810,64.75,-172.08,0,7,1
992,EPDcoretop_E1815,67.67,135.58,142,135,0.05185185185185185
993,EPDcoretop_E1821,67.83,135.12,500,128,2.90625
994,EPDcoretop_E1825,59.55,151.83,87,91,0.04395604395604396
995,EPDcoretop_E1838,67.75,-178.83,358,300,0.19333333333333333
996,EPDcoretop_E1860,61.12,152.27,949,810,0.17160493827160495
997,EPDcoretop_E1866,55,83,147,75,0.96
998,EPDcoretop_E1868,46.81,6.06,803,840,0.04404761904761905
999,EPDcoretop_E1873,65.9,-178.9,-21,10,3.1
1000,EPDcoretop_E1890,46.56,5.75,578,525,0.10095238095238095
1001,EPDcoretop_E1897,46.91,5.45,214,214,0
1002,EPDcoretop_E1901,61.25,77,48,55,0.12727272727272726
1003,EPDcoretop_E1910,59.85,150.62,188,115,0.6347826086956522
1004,EPDcoretop_E1912,62.06,149.52,880,886,0.006772009029345372
1005,EPDcoretop_E1913,68.67,159.5,6,5,0.2
1006,EPDcoretop_E1917,64.77,141.12,850,800,0.0625
1007,EPDcoretop_E1920,56.17,84,76,100,0.24
1008,EPDcoretop_E1921,61.02,152.33,1139,750,0.5186666666666667
1009,EPDcoretop_E1981,47.27,4.02,516,540,0.044444444444444446
1010,EPDcoretop_E1982,47.21,4.11,615,562,0.09430604982206406
1011,EPDcoretop_E1983,46.96,4.01,685,710,0.035211267605633804
1012,EPDcoretop_E1984,46.89,4.03,464,420,0.10476190476190476
1013,EPDcoretop_E1985,47.26,4.08,608,595,0.021848739495798318
1014,EPDcoretop_E1986,47.32,4.12,566,565,0.0017699115044247787
1015,EPDcoretop_E1991,47.31,-1.53,14,5,1.8
1016,EPDcoretop_E1995,47.22,-0.1,40,28,0.42857142857142855
1017,EPDcoretop_E1998,47.36,-1.29,41,17,1.411764705882353
1018,EPDcoretop_E2003,47.38,-1.12,11,6,0.8333333333333334
1019,EPDcoretop_E2005,47.28,0.13,37,28,0.32142857142857145
1020,EPDcoretop_E2007,47.31,-1.48,12,11,0.09090909090909091
1021,EPDcoretop_E2011,47.2,4.05,585,585,0
1022,EPDcoretop_E2012,47.01,4.05,788,771,0.02204928664072633
1023,EPDcoretop_E2013,47.23,4.04,555,515,0.07766990291262135
1024,EPDcoretop_E2014,46.96,4.01,685,740,0.07432432432432433
1025,EPDcoretop_E2017,47.54,0.7,118,101,0.16831683168316833
1026,EPDcoretop_E2018,47.39,-1.07,17,8,1.125
1027,EPDcoretop_E2020,46.55,-1.82,3,4,0.25
1028,EPDcoretop_E2022,46.66,-1.89,15,1,14
1029,EPDcoretop_E2024,46.55,-1.76,7,3,1.3333333333333333
1030,EPDcoretop_E2027,47.51,-2.73,10,2,4
1031,EPDcoretop_E2040,52.52,13.06,38,32,0.1875
1032,EPDcoretop_E2041,72.24,102.24,42,54,0.2222222222222222
1033,EPDcoretop_E2058,42.2,36.49,-846,-838,-0.00954653937947494
1034,EPDcoretop_E2073,47.59,-3.05,7,3,1.3333333333333333
1035,EPDcoretop_E2078,47.97,-0.42,72,58,0.2413793103448276
1036,EPDcoretop_E2088,47.41,0.64,77,53,0.4528301886792453
1037,EPDcoretop_E2089,47.49,0.67,89,66,0.3484848484848485
1038,EPDcoretop_E2091,47.49,0.67,89,66,0.3484848484848485
1039,EPDcoretop_E2092,47.4,0.65,56,46,0.21739130434782608
1040,EPDcoretop_E2097,47.33,0.48,55,42,0.30952380952380953
1041,EPDcoretop_E2102,47.87,1.15,109,87,0.25287356321839083
1042,EPDcoretop_E2103,47.87,1.15,109,87,0.25287356321839083
1043,EPDcoretop_E2105,47.81,2.32,108,110,0.01818181818181818
1044,EPDcoretop_E2107,48.06,-0.31,136,112,0.21428571428571427
1045,EPDcoretop_E2108,48.35,-0.43,227,265,0.14339622641509434
1046,EPDcoretop_E2110,48.35,-0.43,227,265,0.14339622641509434
1047,EPDcoretop_E2111,48.43,-0.92,218,205,0.06341463414634146
1048,EPDcoretop_E2112,48.44,-0.57,121,107,0.1308411214953271
1049,EPDcoretop_E2114,46.74,1.23,98,92,0.06521739130434782
1050,EPDcoretop_E2115,46.79,1.18,91,95,0.042105263157894736
1051,EPDcoretop_E2116,46.75,1.44,125,123,0.016260162601626018
1052,EPDcoretop_E2117,46.81,1.16,91,83,0.0963855421686747
1053,EPDcoretop_E2119,48.44,-1.18,146,145,0.006896551724137931
1054,EPDcoretop_E2121,46.51,1.36,162,190,0.14736842105263157
1055,EPDcoretop_E2122,47.86,1.7,102,100,0.02
1056,EPDcoretop_E2134,48.35,-3.89,218,222,0.018018018018018018
1057,EPDcoretop_E2142,47.37,-2.16,3,3,0
1058,EPDcoretop_E2145,53.76,-9.56,66,100,0.34
1059,EPDcoretop_E2146,53.76,-9.55,74,100,0.26
1060,EPDcoretop_E2147,52.37,-8.15,528,476,0.1092436974789916
1061,EPDcoretop_E2148,52.01,-9.53,122,24,4.083333333333333
1062,EPDcoretop_E2235,52.01,-9.53,122,24,4.083333333333333
1063,EPDcoretop_E2151,52.04,-9.59,170,20,7.5
1064,EPDcoretop_E2152,52.03,-9.53,-4,20,1.2
1065,EPDcoretop_E2234,52.75,23.88,169,165,0.024242424242424242
1066,EPDcoretop_E2153,52.75,23.88,169,165,0.024242424242424242
1067,EPDcoretop_E2154,51.81,-9.7,225,95,1.368421052631579
1068,EPDcoretop_E2155,53.37,-7.41,93,65,0.4307692307692308
1069,EPDcoretop_E2161,45.14,2.86,1187,1120,0.059821428571428574
1070,EPDcoretop_E2163,42.47,1.58,2409,2406,0.0012468827930174563
1071,EPDcoretop_E2164,50.07,14.24,371,362,0.024861878453038673
1072,EPDcoretop_E2166,41.98,24.33,1415,1356,0.043510324483775814
1073,EPDcoretop_E2174,43.55,2.8,807,1000,0.193
1074,EPDcoretop_E2185,44.47,3.65,1393,1380,0.009420289855072464
1075,EPDcoretop_E2199,42.47,28.41,-265,-971,-0.7270854788877446
1076,EPDcoretop_E2200,43.2,27.83,17,0,Inf
1077,EPDcoretop_E2209,44.74,3.08,1143,1196,0.04431438127090301
1078,EPDcoretop_E2220,47.77,8.93,433,407,0.06388206388206388
1079,Roesch_a6,47.768771,8.930694,433,407,0.06388206388206388
1080,EPDcoretop_E2230,53.15,-7.98,37,42,0.11904761904761904
1081,EPDcoretop_E2231,53.38,-7.68,71,80,0.1125
1082,EPDcoretop_E2232,53.09,-7.99,53,60,0.11666666666666667
1083,EPDcoretop_E2233,51.97,-9.9,132,150,0.12
1084,EPDcoretop_E2236,53.32,-7.63,55,59,0.06779661016949153
1085,EPDcoretop_E2241,52.01,-9.58,258,340,0.2411764705882353
1086,EPDcoretop_E2242,53.02,-6.39,485,130,2.730769230769231
1087,EPDcoretop_E2243,52.95,-6.41,478,585,0.1829059829059829
1088,EPDcoretop_E2244,53.39,-7.67,71,64,0.109375
1089,EPDcoretop_E2245,52.37,-8.17,520,554,0.061371841155234655
1090,EPDcoretop_E2248,53.15,-6.28,539,505,0.06732673267326733
1091,EPDcoretop_E2250,53.96,-9.73,157,184,0.14673913043478262
1092,EPDcoretop_E2251,52.2,-10.17,221,233,0.05150214592274678
1093,EPDcoretop_E2254,51.81,-9.7,225,40,4.625
1094,EPDcoretop_E2256,43.46,-7.07,125,770,0.8376623376623377
1095,EPDcoretop_E2257,52.04,-9.48,20,61,0.6721311475409836
1096,EPDcoretop_E2263,43.44,4.94,3,0,Inf
1097,EPDcoretop_E2314,31.49,35.43,-434,-415,-0.04578313253012048
1098,EPDcoretop_E2315,37.19,50.15,-20,-22,-0.09090909090909091
1099,EPDcoretop_E2317,41.85,53.25,-28,-29,-0.034482758620689655
1100,EPDcoretop_E2318,40.17,28,15,14,0.07142857142857142
1101,EPDcoretop_E2330,59.62,28.61,30,7,3.2857142857142856
1102,EPDcoretop_E2332,59.01,29.98,81,79,0.02531645569620253
1103,EPDcoretop_E2333,58.12,31,45,41,0.0975609756097561
1104,EPDcoretop_E2337,61.27,46.73,62,44,0.4090909090909091
1105,EPDcoretop_E2338,55.17,36.42,222,213,0.04225352112676056
1106,EPDcoretop_E2339,56.07,37.33,223,198,0.12626262626262627
1107,EPDcoretop_E2355,46.95,13.78,2063,2070,0.003381642512077295
1108,EPDcoretop_E2357,46.45,9.75,2219,2616,0.15175840978593272
1109,EPDcoretop_E2358,44.75,12.75,-34,-32,-0.0625
1110,EPDcoretop_E2359,46.54,6.23,1377,1370,0.0051094890510948905
1111,EPDcoretop_E2360,46.55,6.23,1348,1300,0.036923076923076927
1112,EPDcoretop_E2362,47.09,8.08,599,596,0.0050335570469798654
1113,EPDcoretop_E2366,37.6,12.65,28,6,3.6666666666666665
1114,EPDcoretop_E2367,37.62,12.63,26,6,3.3333333333333335
1115,EPDcoretop_E2376,53.32,-7.3,88,98,0.10204081632653061
1116,EPDcoretop_E2381,68.17,18.17,1038,995,0.04321608040201005
1117,EPDcoretop_E2489,31.42,35.39,55,-415,-1.1325301204819278
1118,EPDcoretop_E2493,39.99,20.78,1737,1760,0.013068181818181817
1119,EPDcoretop_E2499,53.66,8.77,6,7,0.14285714285714285
1120,EPDcoretop_E2500,53.66,8.78,6,6,0
1121,EPDcoretop_E2505,53.66,8.77,6,5,0.2
1122,EPDcoretop_E2520,53.67,8.72,2,7,0.7142857142857143
1123,EPDcoretop_E2524,53.66,8.73,7,7,0
1124,EPDcoretop_E2533,78.86,17.42,1137,1250,0.0904
1125,EPDcoretop_E2545,58.14,7.91,113,80,0.4125
1126,EPDcoretop_E2552,58.33,7.79,304,245,0.24081632653061225
1127,EPDcoretop_E2555,59.44,25,39,32,0.21875
1128,EPDcoretop_E2557,59.49,25.54,32,33,0.030303030303030304
1129,EPDcoretop_E2558,59.22,27.58,51,42,0.21428571428571427
1130,EPDcoretop_E2559,59.16,27.7,39,44,0.11363636363636363
1131,EPDcoretop_E2560,58.5,25.77,51,50,0.02
1132,EPDcoretop_E2561,59.25,27.54,58,46,0.2608695652173913
1133,EPDcoretop_E2562,57.68,27.08,255,244,0.045081967213114756
1134,EPDcoretop_E2563,59.18,24.43,47,43,0.09302325581395349
1135,EPDcoretop_E2565,57.74,27.07,238,250,0.048
1136,EPDcoretop_E2566,57.74,27.07,238,250,0.048
1137,EPDcoretop_E2567,57.81,27.06,97,90,0.07777777777777778
1138,EPDcoretop_E2568,59.45,26.01,93,75,0.24
1139,EPDcoretop_E2569,59.44,26.01,93,75,0.24
1140,EPDcoretop_E2570,58.06,26.52,140,122,0.14754098360655737
1141,EPDcoretop_E2574,39.6,-4.7,885,755,0.17218543046357615
1142,EPDcoretop_E2586,61.49,26.08,137,137,0
1143,EPDcoretop_E2588,69.2,21.47,806,704,0.14488636363636365
1144,EPDcoretop_E2591,57.23,24.5,27,31,0.12903225806451613
1145,EPDcoretop_E2592,57.25,24.62,48,49,0.02040816326530612
1146,EPDcoretop_E2593,57.03,25.33,202,192,0.052083333333333336
1147,EPDcoretop_E2594,56.86,26.88,98,109,0.10091743119266056
1148,EPDcoretop_E2595,57.95,24.59,49,46,0.06521739130434782
1149,EPDcoretop_E2597,57.11,21.44,11,7,0.5714285714285714
1150,EPDcoretop_E2599,56.52,22.91,104,119,0.12605042016806722
1151,EPDcoretop_E2600,57.92,24.55,45,38,0.18421052631578946
1152,Fall_b1,34.6076389999999,32.976061,-2,-5,-0.6
1153,Fall_b2,34.6047,32.9783899999999,16,-5,-4.2
1154,Fall_b3,34.6036,32.9786199999999,12,0,Inf
1155,Fall_b4,34.60166,32.97896,12,0,Inf
1156,Fall_b5,34.60112,32.98997,12,5,1.4
1157,Fall_b6,34.81714,33.60314,5,8,0.375
1158,Fall_b7,35.33373,33.3931899999999,19,9,1.1111111111111112
1159,Fall_b8,35.33138,33.3712999999999,23,23,0
1160,Fall_b9,34.79927,33.4857299999999,23,24,0.041666666666666664
1161,Fall_b10,34.9696939999999,34.0741939999999,15,39,0.6153846153846154
1162,Fall_b11,34.80335,33.47505,36,41,0.12195121951219512
1163,Fall_b12,34.82889,33.5107,72,56,0.2857142857142857
1164,Fall_b13,34.81246,33.4340199999999,111,98,0.1326530612244898
1165,Fall_b14,35.31219,33.3633,213,123,0.7317073170731707
1166,Fall_b15,34.75408,33.08337,191,124,0.5403225806451613
1167,Fall_b16,34.8220099999999,33.3596999999999,169,163,0.03680981595092025
1168,Fall_b17,34.8338699999999,33.34875,252,272,0.07352941176470588
1169,Fall_b18,34.77707,33.0848599999999,273,273,0
1170,Fall_b19,35.33411,33.1097299999999,206,299,0.3110367892976589
1171,Fall_b20,35.3033799999999,33.3550699999999,228,301,0.2425249169435216
1172,Fall_b21,34.8472999999999,33.2977899999999,486,416,0.16826923076923078
1173,Fall_b22,34.84769,33.29758,486,416,0.16826923076923078
1174,Fall_b23,35.05216,33.1323599999999,417,428,0.02570093457943925
1175,Fall_b24,35.0499799999999,33.14941,385,443,0.1309255079006772
1176,Fall_b25,34.8423099999999,33.26679,388,452,0.1415929203539823
1177,Fall_b26,34.84295,33.25976,388,467,0.16916488222698073
1178,Fall_b27,34.7932399999999,33.1648399999999,500,477,0.04821802935010482
1179,Fall_b28,34.8536399999999,33.19373,459,487,0.057494866529774126
1180,Fall_b29,34.8505499999999,33.3270899999999,393,496,0.20766129032258066
1181,Fall_b30,34.85123,33.3109699999999,486,542,0.1033210332103321
1182,Fall_b31,35.3072599999999,33.2759799999999,387,597,0.35175879396984927
1183,Fall_b32,34.8497199999999,33.06607,672,605,0.11074380165289256
1184,Fall_b33,35.30413,33.26816,387,645,0.4
1185,Fall_b34,35.32688,33.12716,280,667,0.5802098950524738
1186,Fall_b35,35.30447,33.22413,457,693,0.34054834054834054
1187,Fall_b36,34.8802499999999,33.1562199999999,782,757,0.03302509907529723
1188,Fall_b37,34.93092,33.13112,828,769,0.07672301690507152
1189,Fall_b38,35.3064499999999,33.25578,450,784,0.4260204081632653
1190,Fall_b39,34.8714599999999,32.93003,752,809,0.07045735475896168
1191,Fall_b40,34.92586,33.1011799999999,859,864,0.005787037037037037
1192,Fall_b41,34.8894499999999,33.15184,1000,886,0.12866817155756208
1193,Fall_b42,34.864333,32.8029999999999,843,980,0.13979591836734695
1194,Fall_b43,34.9015199999999,33.13571,935,1059,0.11709159584513693
1195,Fall_b44,34.8911799999999,33.13815,1000,1129,0.11426040744021258
1196,Fall_b45,34.91425,33.0581099999999,1249,1173,0.06479113384484228
1197,Fall_b46,34.91487,33.05782,1249,1202,0.039101497504159734
1198,Fall_b47,34.9046499999999,33.0531399999999,1249,1280,0.02421875
1199,Fall_b48,34.9245829999999,33.0442219999999,1129,1290,0.1248062015503876
1200,Fall_b49,34.927083,33.0481389999999,1129,1330,0.1511278195488722
1201,Fall_b50,34.90921,32.86063,1629,1452,0.12190082644628099
1202,Fall_b51,34.92748,32.89585,1674,1590,0.052830188679245285
1203,Fall_b52,34.9149,32.8703999999999,1629,1592,0.023241206030150754
1204,Fall_b53,34.93012,32.9020799999999,1467,1597,0.08140262993112085
1205,Fall_b54,34.9293199999999,32.90178,1467,1613,0.09051456912585244
1206,Fall_b55,34.9391099999999,32.8917199999999,1674,1721,0.027309703660662404
1207,Fall_b56,34.9350999999999,32.8622,1741,1919,0.09275664408546118
1208,Feurdean_a1,47.57389,24.545,1301,1360,0.04338235294117647
1209,Feurdean_a2,46.966698,23.900622,331,239,0.38493723849372385
1210,Feurdean_a3,47.57389,24.545,1301,1360,0.04338235294117647
1211,Feurdean_a4,44.1545,27.637,17,7,1.4285714285714286
1212,Feurdean_a5,46.59,22.76417,1349,1224,0.10212418300653595
1213,Feurdean_a6,46.5984,22.7324,1326,1290,0.027906976744186046
1214,Feurdean_b1,56.83552,83.284014,116,100,0.16
1215,Finsinger_a1,42.9882170028838,10.895635820092,172,143,0.20279720279720279
1216,Finsinger_a3,45.462496431533,7.79597435174097,559,573,0.02443280977312391
1217,Finsinger_a4,45.7866257143131,9.21469351246119,290,260,0.11538461538461539
1218,Finsinger_a5,42.2932151070587,13.1292840973372,1288,1164,0.10652920962199312
1219,Finsinger_a7,44.464280767136,10.1093277734358,927,760,0.21973684210526315
1220,Finsinger_a8,37.9530590364065,14.7159016664793,1200,1282,0.06396255850234009
1221,Finsinger_a9,45.4323373303783,8.06234030595079,344,375,0.08266666666666667
1222,Finsinger_a10,42.6002616247117,11.9342283081117,312,305,0.022950819672131147
1223,Finsinger_a11,42.1220814712807,12.2303133616996,134,164,0.18292682926829268
1224,Finsinger_a12,42.4004385987253,11.3799933852218,5,7,0.2857142857142857
1225,Finsinger_a13,44.382168373328,10.2819703504233,-999999,1385,723.0209386281589
1226,Finsinger_a14,45.4844411934367,7.89945060655614,310,236,0.3135593220338983
1227,Finsinger_a15,45.3245480476282,7.91041149497752,273,226.5,0.2052980132450331
1228,Finsinger_a16,45.1172383908716,7.49086594010446,386,370,0.043243243243243246
1229,Finsinger_a17,45.7643534118201,8.69268401368483,302,243,0.24279835390946503
1230,Finsinger_a18,41.7010842586896,13.6862665799491,490,288,0.7013888888888888
1231,Finsinger_a19,42.0791689995319,12.9423268082854,683,720,0.05138888888888889
1232,Finsinger_a21,44.3858083829471,10.0499384277162,1502,1339,0.12173263629574309
1233,Finsinger_a22,45.9169108370751,8.82307761993759,593,442,0.3416289592760181
1234,Finsinger_a24,44.0983438409357,7.48348125480382,2024,1994,0.015045135406218655
1235,Finsinger_a25,45.7814962735163,10.5117902943771,497,370,0.34324324324324323
1236,Finsinger_a26,44.5030015770452,9.40917716081863,1176,1043,0.12751677852348994
1237,Finsinger_a27,45.0463343992846,6.93645208022537,2291,2400,0.04541666666666667
1238,Finsinger_a28,38.2686840004918,15.6373603223747,-7,2,4.5
1239,Finsinger_a30,45.4772768196188,7.88835644223549,251,240,0.04583333333333333
1240,Finsinger_a31,37.952065975626,14.8389588117868,1375,1422,0.03305203938115331
1241,Finsinger_a33,45.4765905061514,7.78983992619272,559,717,0.2203626220362622
1242,Finsinger_a35,45.3398659541722,7.99249395299537,260,259,0.003861003861003861
1243,Finsinger_a36,45.7828112535765,9.13760904832572,349,396.6,0.12002017145738784
1244,Finsinger_a37,45.7961859302308,8.66291418164824,291,266,0.09398496240601503
1245,Finsinger_a42,42.3823669350174,13.0138969474105,694,430,0.6139534883720931
1246,Finsinger_a43,36.707097276035,15.0272852330425,6,2,2
1247,Finsinger_a44,46.0073560559538,8.0869900912189,1958,2422,0.1915772089182494
1248,Finsinger_a45,46.1296153700311,8.12961866961645,2185,2293,0.047099869167030094
1249,Finsinger_a46,46.3281605620075,8.33391101024051,2329,2305,0.010412147505422993
1250,Finsinger_a47,45.8039339653764,9.27367485992344,392,259,0.5135135135135135
1251,Finsinger_a48,42.3464787843355,13.1471573941654,1234,1146,0.07678883071553229
1252,Finsinger_a49,44.2284137931493,7.10058827882416,2140,2167,0.012459621596677434
1253,Finsinger_a51,44.3029932640058,10.2441049031806,1173,1288,0.08928571428571429
1254,Finsinger_a52,44.49268400201,9.40425013698781,1176,1200,0.02
1255,Finsinger_a53,42.5011973821241,11.3105511243015,63,10,5.3
1256,Finsinger_a54,45.8299667955775,9.2670867504215,468,374,0.25133689839572193
1257,Finsinger_a55,42.4260138452594,11.3617072852727,31,11,1.8181818181818181
1258,Finsinger_a56,40.0926212916501,15.8088595180255,827,775,0.06709677419354838
1259,Finsinger_a57,43.8248859049436,10.7005586740067,25,13,0.9230769230769231
1260,Finsinger_a58,45.4859944994092,7.88420523525695,276,271,0.01845018450184502
1261,Finsinger_a59,44.4024219682956,10.0074893757354,1428,1507,0.05242203052422031
1262,Finsinger_a60,46.2610858162433,10.9500088850979,1492,1178,0.266553480475382
1263,Finsinger_a61,37.9011937152954,14.3959466321944,950,1044,0.09003831417624521
1264,Finsinger_a62,44.664125646107,9.85219394908922,498,430,0.15813953488372093
1265,Finsinger_a63,45.8159037342094,8.73309247320539,209,238,0.12184873949579832
1266,Finsinger_a64,42.5087587834978,12.7530855005883,426,370,0.15135135135135136
1267,Finsinger_a65,44.4091349043191,9.7968056030377,975,1055,0.07582938388625593
1268,Finsinger_a67,45.4132598406388,8.03689647494154,258,230,0.12173913043478261
1269,Finsinger_a68,46.2665545471944,11.6380874752454,1952,2058,0.05150631681243926
1270,Finsinger_a69,46.1791239311463,11.3244124759024,1385,2059,0.32734337056823704
1271,Finsinger_a70,46.1962881833128,11.4987863077811,2226,2099,0.060505002382086705
1272,Finsinger_a71,46.2621761101444,11.6257702230682,1867,2100,0.11095238095238096
1273,Finsinger_a72,46.3495824820906,11.7401853557203,2110,2381,0.11381772364552709
1274,Finsinger_a73,46.2808038617962,11.6697832212583,1804,1881,0.04093567251461988
1275,Finsinger_a75,45.9364500786046,11.2530876275276,1091,1114,0.02064631956912029
1276,Finsinger_a76,46.018738840962,11.2436779723893,515,449,0.14699331848552338
1277,Finsinger_a78,46.139707476308,11.2214509708585,863,632,0.36550632911392406
1278,Finsinger_a79,46.2816374160179,11.7653598868013,1870,1926,0.029075804776739357
1279,Finsinger_a80,46.2837716116513,11.7656114485156,1870,1909,0.020429544264012573
1280,Finsinger_a81,46.454808232715,11.8843633207301,2232,2028,0.10059171597633136
1281,Finsinger_a82,45.9508096891787,11.0196839869394,974,918,0.061002178649237473
1282,Finsinger_a83,46.0405934786338,11.00590068558,857,929,0.077502691065662
1283,Finsinger_a84,46.1305956294986,11.0635784817612,852,714,0.19327731092436976
1284,Finsinger_a85,46.1247611036377,11.0588159079051,671,713,0.05890603085553997
1285,Finsinger_a86,46.2214900714558,10.7262480644848,2336,2112,0.10606060606060606
1286,Finsinger_a87,46.2208352188486,10.733834939372,2015,2083,0.03264522323571772
