"site.id","site.name","latitude","longitude","dataset.id","dataset.type","age.oldest","age.youngest","...9","id","pub.type","year","citation","contact.id","order","contact.name"
26734,"Forez site 2",45.58603,3.72742,46788,"pollen surface sample",-36,-36,NA,16265,"Journal Article",1989,"Lutgerink, R.H.P., C.A. Swertz, and C.R. Janssen. 1989. Regional pollen assemblages versus landscape regions in Monts du Forez, Massif Central, France. Pollen et Spores 31(1-2):45-60.",NA,NA,NA
26735,"Forez site 43",45.718056,3.955833,46789,"pollen surface sample",-36,-36,NA,16265,"Journal Article",1989,"Lutgerink, R.H.P., C.A. Swertz, and C.R. Janssen. 1989. Regional pollen assemblages versus landscape regions in Monts du Forez, Massif Central, France. Pollen et Spores 31(1-2):45-60.",NA,NA,NA
26735,"Forez site 43",45.718056,3.955833,46790,"pollen surface sample",-36,-36,NA,16265,"Journal Article",1989,"Lutgerink, R.H.P., C.A. Swertz, and C.R. Janssen. 1989. Regional pollen assemblages versus landscape regions in Monts du Forez, Massif Central, France. Pollen et Spores 31(1-2):45-60.",NA,NA,NA
26991,"Prášilské jezero",49.07525,13.40005,47520,"pollen",11414,-56,NA,16291,"Journal Article",2018,"Carter, V.A., A. Moravcová, R. Chiverrell, J.L. Clear, W. Finsinger, D. Dreslerová, K. Halsall, and P. Kuneš. 2018. Holocene-scale fire dynamics of central European temperate spruce-beech forests. Quaternary Science Reviews 191:15-30. [DOI: 10.1016/j.quascierev.2018.05.001]",NA,NA,NA
26991,"Prášilské jezero",49.07525,13.40005,47520,"pollen",11414,-56,NA,10837,"Journal Article",2018,"Carter, V.A., R.C. Chiverrell, J.L. Clear, N. Kuosmanen, A. Moravcová, M. Svoboda, H. Svobodová-Svitavská, J.F.N. van Leeuwen, W.O. van der Knaap, and P. Kuneš. 2018. Quantitative palynology informing conservation ecology in the Bohemian/Bavarian Forests of Central Europe. Frontiers in Plant Science 8:1-14.",NA,NA,NA
27171,"Dářko",49.63968,15.873705,48072,"pollen",13928,-65,NA,16427,"Journal Article",2020,"Roleček, J., H. Svitavská Svobodová, E. Jamrichová, L. Dudová, P. Hájková, G. Kletetschka, P. Kuneš, and V. Abraham. 2020. Conservation targets from the perspective of a palaeoecological reconstruction: the case study of Dářko peat bog in the Czech Republic. Preslia 92(2):87-114. [DOI: 10.23855/preslia.2020.087]",NA,NA,NA
27230,"Sehestedter Aussendeichsmoor",53.43892,8.307095,48658,"pollen",NA,NA,NA,16594,"Authored Book",2005,"Behre, K.-E. 2005. Das Moor von Sehestedt. Landschaftsgeschichte am östlichen Jadebusen. Oldenburger Forschungen NF 21. Isensee, Oldenburg.",NA,NA,NA
27230,"Sehestedter Aussendeichsmoor",53.43892,8.307095,48658,"pollen",NA,NA,NA,16595,"Journal Article",1999,"Behre, K.-E., and D. Kucan. 1999. Neue Untersuchungen am Außendeichsmoor bei Sehestedt am Jadebusen. Probleme der Küstenforschung im südlichen Nordseegebiet 26:35-64.",NA,NA,NA
27231,"Schwindebeck",53.12104,10.113802,48659,"pollen",NA,NA,NA,16607,"Journal Article",1962,"Behre, K.-E. 1962. Pollen- und diatomeenanalytische Untersuchungen an letztinterglazialen Kieselgurlagern der Lüneburger Heide. Flora 152:325-370.",NA,NA,NA
27231,"Schwindebeck",53.12104,10.113802,48661,"pollen",NA,NA,NA,16607,"Journal Article",1962,"Behre, K.-E. 1962. Pollen- und diatomeenanalytische Untersuchungen an letztinterglazialen Kieselgurlagern der Lüneburger Heide. Flora 152:325-370.",NA,NA,NA
27231,"Schwindebeck",53.12104,10.113802,48662,"pollen",NA,NA,NA,16607,"Journal Article",1962,"Behre, K.-E. 1962. Pollen- und diatomeenanalytische Untersuchungen an letztinterglazialen Kieselgurlagern der Lüneburger Heide. Flora 152:325-370.",NA,NA,NA
27231,"Schwindebeck",53.12104,10.113802,48660,"pollen",NA,NA,NA,16607,"Journal Article",1962,"Behre, K.-E. 1962. Pollen- und diatomeenanalytische Untersuchungen an letztinterglazialen Kieselgurlagern der Lüneburger Heide. Flora 152:325-370.",NA,NA,NA
27232,"Grevenhof",53.1153,10.09759,48663,"pollen",NA,NA,NA,16607,"Journal Article",1962,"Behre, K.-E. 1962. Pollen- und diatomeenanalytische Untersuchungen an letztinterglazialen Kieselgurlagern der Lüneburger Heide. Flora 152:325-370.",NA,NA,NA
27234,"Flögeln Fischer",53.66697,8.80243,48668,"pollen",NA,NA,NA,16614,"Journal Article",1994,"Behre, K.-E., and D. Kucan. 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flögeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Küstenforschung im südlichen Nordseegebiet 21:1-227.",NA,NA,NA
27235,"Süßwasser-Töck Helgoland",54.215,7.9,48669,"pollen",NA,NA,NA,16629,"Journal Article",1970,"Behre, K.-E. 1970. Die Flora des Helgoländer Süßwasser-""Töcks"", eines Eem-Interglazials unter der Nordsee. Flora 159:133-146.",NA,NA,NA
27235,"Süßwasser-Töck Helgoland",54.215,7.9,48669,"pollen",NA,NA,NA,16630,"Journal Article",1928,"Firbas, F. 1928. Über die Flora und das interglaziale Alter des Helgoländer Süßwassertöcks. Senkenbergiana 10:185-195.",NA,NA,NA
27247,"Kanna fen",58.325031,22.096721,48738,"pollen",9224,-59,NA,16651,"Journal Article",2020,"Blaus, A., T. Reitalu, L. Amon, J. Vassiljev, T. Alliksaar, and S. Veski. 2020. From bog to fen: palaeoecological reconstruction of the development of a calcareous spring fen on Saaremaa, Estonia. Vegetation History and Archaeobotany 29(3):373-391. [DOI: 10.1007/s00334-019-00748-z]",NA,NA,NA
27255,"Steinkiste",53.660025,8.77349,48761,"pollen",5043,5,NA,16614,"Journal Article",1994,"Behre, K.-E., and D. Kucan. 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flögeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Küstenforschung im südlichen Nordseegebiet 21:1-227.",NA,NA,NA
27256,"Steertmoor Fickmühlen",53.645805,8.75763,48763,"pollen",2544,300,NA,16614,"Journal Article",1994,"Behre, K.-E., and D. Kucan. 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flögeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Küstenforschung im südlichen Nordseegebiet 21:1-227.",NA,NA,NA
27259,"Flögelner Holz",53.655075,8.770005,48769,"pollen",11938,50,NA,587,"Book Chapter",1986,"Behre, K.-E., and D. Kucan. 1986. Die Reflektion archäologisch bekannter Siedlungen in Pollendiagrammen verschiedener Entfernung - Beispiele aus der Siedlungskammer Flögeln, Nordwestdeutschland. Pages 95-114 in K.-E. Behre, editor. Anthropogenic indicators in pollen diagrams. Balkema, Rotterdam.",NA,NA,NA
27259,"Flögelner Holz",53.655075,8.770005,48769,"pollen",11938,50,NA,16614,"Journal Article",1994,"Behre, K.-E., and D. Kucan. 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flögeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Küstenforschung im südlichen Nordseegebiet 21:1-227.",NA,NA,NA
27263,"Fuhrenkamp",53.65498,8.77929,48777,"pollen",8294,-25,NA,16614,"Journal Article",1994,"Behre, K.-E., and D. Kucan. 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flögeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Küstenforschung im südlichen Nordseegebiet 21:1-227.",NA,NA,NA
27264,"Austerngrund",53.741667,4.5,48779,"pollen",NA,NA,NA,16673,"Journal Article",1984,"Behre, K.-E., J. Dörjes, and G. Irion. 1984. Ein datierter Sedimentkern aus dem Holozän der südlichen Nordsee. Probleme der Küstenforschung im südlichen Nordseegebiet 15:135-148.",NA,NA,NA
27264,"Austerngrund",53.741667,4.5,48779,"pollen",NA,NA,NA,16674,"Journal Article",1985,"Behre, K.-E., J. Dörjes, and G. Irion. 1985. A Dated Holocene Sediment Core from the Bottom of the southern North Sea. Eiszeitalter und Gegenwart 35:9-13.",NA,NA,NA
27265,"Doggerbank",54.768333,3.461667,48780,"pollen",NA,NA,NA,16675,"Journal Article",1969,"Behre, K.-E., and B. Menke. 1969. Pollenanalytische Untersuchungen an einem Bohrkern der südlichen Doggerbank. Beiträge zu Meereskunde 24/25:122-129.",NA,NA,NA
27266,"Jagen 20",53.67171,8.71749,48782,"pollen",11400,88,NA,16614,"Journal Article",1994,"Behre, K.-E., and D. Kucan. 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flögeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Küstenforschung im südlichen Nordseegebiet 21:1-227.",NA,NA,NA
27273,"Immenmoor",53.67408,8.72429,48794,"pollen",5218,10,NA,16614,"Journal Article",1994,"Behre, K.-E., and D. Kucan. 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flögeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Küstenforschung im südlichen Nordseegebiet 21:1-227.",NA,NA,NA
27274,"Silbersee",53.6641,8.727655,48796,"pollen",12475,150,NA,16614,"Journal Article",1994,"Behre, K.-E., and D. Kucan. 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flögeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Küstenforschung im südlichen Nordseegebiet 21:1-227.",NA,NA,NA
27275,"Swienskuhle",53.67174,8.723095,48798,"pollen",8154,169,NA,16684,"Book Chapter",2001,"Behre, K.-E. 2001. Umwelt und Wirtschaftsweisen in Norddeutschland während der Trichterbecherzeit. Pages 27-38 in R. Kelm, editor. Zurück zur Steinzeitlandschaft. Albersdorfer Forschungen zur Archäologie und Umweltgeschichte 2. Boyens & Co., Heide.",NA,NA,NA
27275,"Swienskuhle",53.67174,8.723095,48798,"pollen",8154,169,NA,587,"Book Chapter",1986,"Behre, K.-E., and D. Kucan. 1986. Die Reflektion archäologisch bekannter Siedlungen in Pollendiagrammen verschiedener Entfernung - Beispiele aus der Siedlungskammer Flögeln, Nordwestdeutschland. Pages 95-114 in K.-E. Behre, editor. Anthropogenic indicators in pollen diagrams. Balkema, Rotterdam.",NA,NA,NA
27275,"Swienskuhle",53.67174,8.723095,48798,"pollen",8154,169,NA,16614,"Journal Article",1994,"Behre, K.-E., and D. Kucan. 1994. Die Geschichte der Kulturlandschaft und des Ackerbaus in der Siedlungskammer Flögeln, Niedersachsen, seit der Jungsteinzeit. Probleme der Küstenforschung im südlichen Nordseegebiet 21:1-227.",NA,NA,NA
27276,"Westrhauderfehn",53.10856,7.55835,48799,"pollen",NA,NA,NA,16686,"Journal Article",1966,"Behre, K.-E. 1966. Untersuchungen zur spätglazialen und frühpostglazialen Vegetationsgeschichte Ostfrieslands. Eiszeitalter und Gegenwart 17:69-84.",NA,NA,NA
27276,"Westrhauderfehn",53.10856,7.55835,48799,"pollen",NA,NA,NA,16687,"Journal Article",1967,"Behre, K.-E. 1967. The late glacial and early postglacial history of vegetation and climate in northwestern Germany. Review of Palaeobotany and Palynology 4:149-161.",NA,NA,NA
27276,"Westrhauderfehn",53.10856,7.55835,48801,"pollen",NA,NA,NA,16686,"Journal Article",1966,"Behre, K.-E. 1966. Untersuchungen zur spätglazialen und frühpostglazialen Vegetationsgeschichte Ostfrieslands. Eiszeitalter und Gegenwart 17:69-84.",NA,NA,NA
27276,"Westrhauderfehn",53.10856,7.55835,48801,"pollen",NA,NA,NA,16687,"Journal Article",1967,"Behre, K.-E. 1967. The late glacial and early postglacial history of vegetation and climate in northwestern Germany. Review of Palaeobotany and Palynology 4:149-161.",NA,NA,NA
27277,"Oerel",53.48103,9.060125,48803,"pollen",NA,NA,NA,16694,"Journal Article",1989,"Behre, K.-E. 1989. Biostratigraphy of the last glacial period in Europe. Quaternary Science Reviews 8:25-44.",NA,NA,NA
27277,"Oerel",53.48103,9.060125,48803,"pollen",NA,NA,NA,16691,"Journal Article",2005,"Behre, K.-E., A. Hölzer, and G. Lemdahl. 2005. Botanical macro-remains and Insects from the Eemian and Weichselian site of Oerel (northwest Germany) and their evidence for the history of climate. Vegetation history and Archaeobotany 14:31-53.",NA,NA,NA
27277,"Oerel",53.48103,9.060125,48803,"pollen",NA,NA,NA,16697,"Journal Article",1992,"Behre, K.-E., and J. van der Plicht. 1992. Towards an absolute chronology for the last glacial period in Europe: radiocarbon dates from Oerel, northern Germany. Vegetation history and Archaeobotany 1:111-117.",NA,NA,NA
27277,"Oerel",53.48103,9.060125,48803,"pollen",NA,NA,NA,16696,"Journal Article",1986,"Behre, K.-E., and U. Lade. 1986. Eine Folge von Eem und 4 Weichselinterstadialen in Oerel/Niedersachsen und ihr Vegetationsablauf. Eiszeitalter und Gegenwart 36(11-36).",NA,NA,NA
27278,"Surheide",53.514715,8.628645,48804,"pollen",NA,NA,NA,16698,"Journal Article",2004,"Behre, K.-E. 2004. Das mittelpleistozäne Interglazial von Surheide. Eiszeitalter und Gegenwart 54:36-47.",NA,NA,NA
27278,"Surheide",53.514715,8.628645,48805,"pollen",NA,NA,NA,16698,"Journal Article",2004,"Behre, K.-E. 2004. Das mittelpleistozäne Interglazial von Surheide. Eiszeitalter und Gegenwart 54:36-47.",NA,NA,NA
27279,"Osterwanna",53.748345,8.81604,48807,"pollen",NA,NA,NA,16699,"Journal Article",1974,"Behre, K.-E. 1974. Die Vegetation im Spätpleistozän von Osterwanna/Niedersachsen. Geologisches Jahrbuch A 18:3-48.",NA,NA,NA
27279,"Osterwanna",53.748345,8.81604,48806,"pollen",NA,NA,NA,16699,"Journal Article",1974,"Behre, K.-E. 1974. Die Vegetation im Spätpleistozän von Osterwanna/Niedersachsen. Geologisches Jahrbuch A 18:3-48.",NA,NA,NA
27280,"Rheiderland",53.266665,7.31453,48808,"pollen",NA,NA,NA,16631,"Journal Article",1970,"Behre, K.-E. 1970. Die Entwicklungsgeschichte der natürlichen Vegetation im Gebiet der unteren Ems und ihre Abhängigkeit von den Bewegungen des Meeresspiegels. Probleme der Küstenforschung im südlichen Nordseegebiet 9:13-47.",NA,NA,NA
27280,"Rheiderland",53.266665,7.31453,48809,"pollen",NA,NA,NA,16631,"Journal Article",1970,"Behre, K.-E. 1970. Die Entwicklungsgeschichte der natürlichen Vegetation im Gebiet der unteren Ems und ihre Abhängigkeit von den Bewegungen des Meeresspiegels. Probleme der Küstenforschung im südlichen Nordseegebiet 9:13-47.",NA,NA,NA
27280,"Rheiderland",53.266665,7.31453,48810,"pollen",NA,NA,NA,16631,"Journal Article",1970,"Behre, K.-E. 1970. Die Entwicklungsgeschichte der natürlichen Vegetation im Gebiet der unteren Ems und ihre Abhängigkeit von den Bewegungen des Meeresspiegels. Probleme der Küstenforschung im südlichen Nordseegebiet 9:13-47.",NA,NA,NA
27309,"Haarsteegse Wiel",51.71813,5.185935,48882,"pollen",211.9,-56,NA,16737,"Journal Article",2010,"Cremer, H., F.P.M. Bunnik, T.H. Donders, W.Z. Hoek, H.H. Koolmees, and E. Lavooi. 2010. River flooding and landscape changes impact ecological conditions of a scour hole in the Rhine-Meuse delta, The Netherlands. Journal of Palaeolimnology 44(3):789-801. https://link-springer-com.proxy.library.uu.nl/article/10.1007/s10933-010-9452-2. [DOI: https://doi-org.proxy.library.uu.nl/10.1007/s10933-010-9452-2]",NA,NA,NA
27309,"Haarsteegse Wiel",51.71813,5.185935,48883,"pollen",346.7,210.5,NA,16737,"Journal Article",2010,"Cremer, H., F.P.M. Bunnik, T.H. Donders, W.Z. Hoek, H.H. Koolmees, and E. Lavooi. 2010. River flooding and landscape changes impact ecological conditions of a scour hole in the Rhine-Meuse delta, The Netherlands. Journal of Palaeolimnology 44(3):789-801. https://link-springer-com.proxy.library.uu.nl/article/10.1007/s10933-010-9452-2. [DOI: https://doi-org.proxy.library.uu.nl/10.1007/s10933-010-9452-2]",NA,NA,NA
27319,"Surusoo bog",58.526111,22.423056,48917,"pollen",10508,157,NA,16832,"Book Chapter",1996,"Veski, S. 1996. A contribution to the history of vegetation and human impact in northern Saaremaa, Estonia, based on the biostratigraphy of the Surusoo mire: preliminary results. Pages 57-66 in T. Hackens, S. Hicks, V. Lang, U. Miller, and L. Saarse, editors. Coastal Estonia: Recent Advaces in Environmental and Cultural History, PACT edition. Volume 51. Council of Europe, Strasbourg, FRANCE.",NA,NA,NA
27319,"Surusoo bog",58.526111,22.423056,48917,"pollen",10508,157,NA,16831,"Journal Article",2002,"Poska, A., and L. Saarse. 2002. Vegetation development and introduction of agriculture to Saaremaa Island, Estonia: the human response to shore displacement. The Holocene 12(5):555-568.",NA,NA,NA
27319,"Surusoo bog",58.526111,22.423056,48917,"pollen",10508,157,NA,16033,"Journal Article",1998,"Veski, S. 1998. Vegetation history, human impact and palaeogeography of West Estonia. Pollen analytical studies of lake and bog sediments. Striae 38:1-119. Notes: Doctoral Dissertation. University of Uppsala",NA,NA,NA
27320,"Surusoo bog",58.526111,22.423056,48919,"pollen",10508,157,NA,16832,"Book Chapter",1996,"Veski, S. 1996. A contribution to the history of vegetation and human impact in northern Saaremaa, Estonia, based on the biostratigraphy of the Surusoo mire: preliminary results. Pages 57-66 in T. Hackens, S. Hicks, V. Lang, U. Miller, and L. Saarse, editors. Coastal Estonia: Recent Advaces in Environmental and Cultural History, PACT edition. Volume 51. Council of Europe, Strasbourg, FRANCE.",NA,NA,NA
27320,"Surusoo bog",58.526111,22.423056,48919,"pollen",10508,157,NA,16831,"Journal Article",2002,"Poska, A., and L. Saarse. 2002. Vegetation development and introduction of agriculture to Saaremaa Island, Estonia: the human response to shore displacement. The Holocene 12(5):555-568.",NA,NA,NA
27320,"Surusoo bog",58.526111,22.423056,48919,"pollen",10508,157,NA,16033,"Journal Article",1998,"Veski, S. 1998. Vegetation history, human impact and palaeogeography of West Estonia. Pollen analytical studies of lake and bog sediments. Striae 38:1-119. Notes: Doctoral Dissertation. University of Uppsala",NA,NA,NA
27321,"Surusoo bog",58.526111,22.423056,48921,"pollen",10508,157,NA,16832,"Book Chapter",1996,"Veski, S. 1996. A contribution to the history of vegetation and human impact in northern Saaremaa, Estonia, based on the biostratigraphy of the Surusoo mire: preliminary results. Pages 57-66 in T. Hackens, S. Hicks, V. Lang, U. Miller, and L. Saarse, editors. Coastal Estonia: Recent Advaces in Environmental and Cultural History, PACT edition. Volume 51. Council of Europe, Strasbourg, FRANCE.",NA,NA,NA
27321,"Surusoo bog",58.526111,22.423056,48921,"pollen",10508,157,NA,16831,"Journal Article",2002,"Poska, A., and L. Saarse. 2002. Vegetation development and introduction of agriculture to Saaremaa Island, Estonia: the human response to shore displacement. The Holocene 12(5):555-568.",NA,NA,NA
27321,"Surusoo bog",58.526111,22.423056,48921,"pollen",10508,157,NA,16033,"Journal Article",1998,"Veski, S. 1998. Vegetation history, human impact and palaeogeography of West Estonia. Pollen analytical studies of lake and bog sediments. Striae 38:1-119. Notes: Doctoral Dissertation. University of Uppsala",NA,NA,NA
27322,"Surusoo bog",58.526111,22.423056,48923,"pollen",10508,157,NA,16832,"Book Chapter",1996,"Veski, S. 1996. A contribution to the history of vegetation and human impact in northern Saaremaa, Estonia, based on the biostratigraphy of the Surusoo mire: preliminary results. Pages 57-66 in T. Hackens, S. Hicks, V. Lang, U. Miller, and L. Saarse, editors. Coastal Estonia: Recent Advaces in Environmental and Cultural History, PACT edition. Volume 51. Council of Europe, Strasbourg, FRANCE.",NA,NA,NA
27322,"Surusoo bog",58.526111,22.423056,48923,"pollen",10508,157,NA,16831,"Journal Article",2002,"Poska, A., and L. Saarse. 2002. Vegetation development and introduction of agriculture to Saaremaa Island, Estonia: the human response to shore displacement. The Holocene 12(5):555-568.",NA,NA,NA
27322,"Surusoo bog",58.526111,22.423056,48923,"pollen",10508,157,NA,16033,"Journal Article",1998,"Veski, S. 1998. Vegetation history, human impact and palaeogeography of West Estonia. Pollen analytical studies of lake and bog sediments. Striae 38:1-119. Notes: Doctoral Dissertation. University of Uppsala",NA,NA,NA
27323,"Pitkasoo",58.271111,22.222222,48926,"pollen",10467,1121,NA,16833,"Journal Article",1998,"Königsson, L.K., and A. Poska. 1998. Pitkasoo - a west Estonian Holocene reference site. Proceedings of Estonian Academy of Science Geology 47(4):242-261.",NA,NA,NA
27323,"Pitkasoo",58.271111,22.222222,48926,"pollen",10467,1121,NA,16834,"Journal Article",1998,"Königsson, L.K., L. Saarse, and G. Possnert. 1998. The Pitkasoo - an Ancylus lafoon from Saaremaa Island, Estonia. Proceedings of Estonian Academy of Science Geology 47(4):86-107.",NA,NA,NA
27323,"Pitkasoo",58.271111,22.222222,48926,"pollen",10467,1121,NA,16831,"Journal Article",2002,"Poska, A., and L. Saarse. 2002. Vegetation development and introduction of agriculture to Saaremaa Island, Estonia: the human response to shore displacement. The Holocene 12(5):555-568.",NA,NA,NA
27323,"Pitkasoo",58.271111,22.222222,48926,"pollen",10467,1121,NA,1306,"Journal Article",1992,"Saarse, L., and L.K. Königsson. 1992. Holocene environmental changes on the island of Saaremaa, Estonia. PACT 37(2):97-131.",NA,NA,NA
27325,"Vedruka",58.330069,22.061581,48928,"pollen",8287,-20,NA,16831,"Journal Article",2002,"Poska, A., and L. Saarse. 2002. Vegetation development and introduction of agriculture to Saaremaa Island, Estonia: the human response to shore displacement. The Holocene 12(5):555-568.",NA,NA,NA
27326,"El Carrizal lake",41.31848,-4.14498,48931,"pollen",9784,-45,NA,16289,"Journal Article",2005,"Franco-Múgica, F., M. García-Antón, J. Maldonado-Ruiz, C. Morla-Juaristi, and H. Sainz-Ollero. 2005. Ancient pine forest on inland dunes in the Spanish northern meseta. Quaternary Research 63:1-14. [DOI: 10.1016/j.yqres.2004.08.004]",NA,NA,NA
27328,"Espinosa de Cerrato",41.95209,-3.93936,48935,"pollen",11500,-31,NA,16829,"Journal Article",2001,"Franco-Múgica, F., M. García-Antón, J. Maldonado-Ruiz, C. Morla-Juaristi, and H. Sainz-Ollero. 2001. The Holocene history of Pinus forests in the Spanish Northern Meseta. The Holocene 11(3):343-358. [DOI: https://doi.org/10.1191/095968301669474913]",NA,NA,NA
27328,"Espinosa de Cerrato",41.95209,-3.93936,48935,"pollen",11500,-31,NA,15985,"Journal Article",2017,"Morales-Molino, C., W. Tinner, M. García-Antón, and D. Colombaroli. 2017. The historical demise of Pinus nigra forests in the Northern Iberian Plateau (south-eastern Europe). Journal of Ecology 105:634-646. [DOI: https://doi.org/10.1111/1365-2745.12702]",NA,NA,NA
27332,"Barbaroxa de Baixo",38.079051,-8.809828,48942,"pollen",7240.188,9.15,NA,16842,"Authored Report",2013,"Connor, S.E., J. Araújo, S.D. Gomes, and T. Boski. 2013. Final Report - Project SWIRL (PTDC/AAC-CLI/108518/2008). Centro de Investagação Marinha e Ambiental, Universidade do Algarve, Faro, Portugal.",NA,NA,NA
27332,"Barbaroxa de Baixo",38.079051,-8.809828,48942,"pollen",7240.188,9.15,NA,16843,"Journal Article",2021,"Connor, S.E., J. Araújo, T. Boski, A. Gomes, S.D. Gomes, M. Leira, M.C. Freitas, C. Andrade, C. Morales-Molino, F. Franco-Múgica, R.B. Akindola, and B. Vannière. 2021. Drought, fire and grazing precursors to large-scale pine forest decline. Diversity and Distributions 27(7):1138-1151. [DOI: https://doi.org/10.1111/ddi.13261]",NA,NA,NA
27334,"Cristol Lake",44.993611,6.590278,48948,"pollen",11252,906,NA,1241,"Doctoral Dissertation",1998,"Nakagawa, T. 1998. Etudes palynologiques dans les Alpes Françaises centrales et méridionales: histoire de la végétation Tardiglaciaire et Holocène  [Pollen studies in the central meridional French Alps: Lateglacial and Holocene vegetation history]. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: 211 pages",NA,NA,NA
27334,"Cristol Lake",44.993611,6.590278,48948,"pollen",11252,906,NA,16848,"Journal Article",2000,"Nakagawa, T., J.L. Edouard, and J.L. de Beaulieu. 2000. A scanning electron microscopy (SEM) study of sediments from Lake Cristol, southern French Alps, with special reference to the identification of Pinus cembra and other Alpine Pinus species based on SEM pollen morphology. Review of Palaeobotany and Palynology 108(1-2):1-15.",NA,NA,NA
27335,"Correo",44.555,5.995556,48950,"pollen",29475,662,NA,1241,"Doctoral Dissertation",1998,"Nakagawa, T. 1998. Etudes palynologiques dans les Alpes Françaises centrales et méridionales: histoire de la végétation Tardiglaciaire et Holocène  [Pollen studies in the central meridional French Alps: Lateglacial and Holocene vegetation history]. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: 211 pages",NA,NA,NA
27337,"Change-Glatinier",48.116667,-0.788889,48957,"pollen",6026,127,NA,1002,"Doctoral Dissertation",1999,"Barbier, D. 1999. Histoire de la végétation du nord-mayennais de la fin du Weichsélien à l'aube du XXIeme siècle. Mise en évidence d'un Tardiglaciaire armoricain. Interactions Homme-Milieu. Doctoral dissertation. Université de Nantes, Nantes, France. Notes: Biologie. Spécialité : Palynologie. Ed. Groupe d'Etudes des Milieux naturels. Vol.I, texte : 285 p., Vol.II, illustrations : 63 fig.",NA,NA,NA
27337,"Change-Glatinier",48.116667,-0.788889,48957,"pollen",6026,127,NA,16850,"Journal Article",2002,"Barbier, D., L. Visset, and J. Burnouf. 2002. Une source pollinique et son exploitation. À propos de la tourbière de Glatinié (Mayenne). Histoire et Sociétés Rurales 18:137-158. https://www.cairn.info/revue-histoire-et-societes-rurales-2002-2-page-137.htm.",NA,NA,NA
27338,"Lac du Mont de Belier",45.339444,2.645556,48960,"pollen",12476,90,NA,10644,"Journal Article",1982,"de Beaulieu, J.L., A. Pons, and M. Reille. 1982. Recherches pollenanalytiques sur l'histoire de la végétation de la bordure nord du Massif du Cantal (Massif-Central, France). Pollen et Spores 24(2):251-300.",NA,NA,NA
27339,"La Beuffarde",46.823611,6.423056,48962,"pollen",3666,-48,NA,1107,"Doctoral Dissertation",2001,"Gauthier, E. 2001. Evolution de l'impact de l'homme sur la végétation du massif jurassien au cours des quatre derniers millénaires. Nouvelles données palynologiques.. Doctoral dissertation. Université de Franche-Comté, Besançon, France.",NA,NA,NA
27339,"La Beuffarde",46.823611,6.423056,48962,"pollen",3666,-48,NA,16852,"Journal Article",2002,"Gauthier, E. 2002. Evolution des activités agropastorales du Haut Jura (France) au cours des trois derniers millénaires. Quaternaire 13(2):13-147. https://www.persee.fr/doc/quate_1142-2904_2002_num_13_2_2187.",NA,NA,NA
27341,"Brugeroux",45.147222,2.848889,48968,"pollen",18052,3620,NA,10644,"Journal Article",1982,"de Beaulieu, J.L., A. Pons, and M. Reille. 1982. Recherches pollenanalytiques sur l'histoire de la végétation de la bordure nord du Massif du Cantal (Massif-Central, France). Pollen et Spores 24(2):251-300.",NA,NA,NA
27342,"Le Suc",45.377222,2.904722,48975,"pollen",14258,11248,NA,10632,"Journal Article",1985,"Reille, M., J.L. de Beaulieu, and A. Pons. 1985. Recherches pollenanalytiques sur l'histoire Tardiglaciaire et Holocène de la végétation du Cézalier, de la Planèze de St-Flour et de la Margeride (Massif-Central, France). Pollen et Spores 27(2):209-270.",NA,NA,NA
27342,"Le Suc",45.377222,2.904722,48973,"pollen",13692,109,NA,10632,"Journal Article",1985,"Reille, M., J.L. de Beaulieu, and A. Pons. 1985. Recherches pollenanalytiques sur l'histoire Tardiglaciaire et Holocène de la végétation du Cézalier, de la Planèze de St-Flour et de la Margeride (Massif-Central, France). Pollen et Spores 27(2):209-270.",NA,NA,NA
27343,"Peuil Peat Bog",45.125,5.643611,48978,"pollen",16834,5033,NA,1241,"Doctoral Dissertation",1998,"Nakagawa, T. 1998. Etudes palynologiques dans les Alpes Françaises centrales et méridionales: histoire de la végétation Tardiglaciaire et Holocène  [Pollen studies in the central meridional French Alps: Lateglacial and Holocene vegetation history]. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France. Notes: 211 pages",NA,NA,NA
