ID_EMPDv2,source,site_name,entity_name,latitude,longitude,elevation,basin_size,site_type,entity_type,age_BP,ID_BIOME,publication,DOI,Abies,Acer,Acer turkestanica,Achillea type,Aconitum,Aesculus,Aethusa cynapium type,Alchemilla type,Allium type,Alnus alnobetula,Alnus glutinosa type,Amaranthaceae,Ambrosia type,Amorpha fruticosa,Anemone hortensis,Anemone nemorosa type,Anthemis type,Anthericum,Anthericum type,Anthriscus sylvestris type,Apiaceae,Apium inundatum type,Apium type,Arbutus type,Arceuthobium,Artemisia,Aruncus type,Asplenium type,Asteroideae,Astragalus type,Athyrium filix-femina,Berula erecta,Betula,Bidens type,Bistorta type,Boraginaceae,Botrychium,Brassicaceae,Bupleurum type,Buxus,Calluna vulgaris,Campanula,Campanulaceae,Carduus type,Carlina,Carpinus,Caryophyllaceae,Castanea sativa,Cedrus,Celtis,Centaurea montana type,Centaurea nigra type,Centaurea solstitialis,Centaurium,Cerastium cerastioides type,Cerastium fontanum type,Chaerophyllum hirsutum type,Chamaerops humilis,Cichorioideae,Cirsium,Cirsium type,Cistus crispus type,Cistus salviifolius,Citrus,Clematis type,Conium type,Convolvulus,Cornus mas,Cornus sanguinea,Corylus avellana,Cousinia type,Crassula,Cryptogramma crispa,Cryptomeria type,Cuscuta,Cyperaceae,Cystopteris fragilis,Daucus type,Dianthus type,Dipsacaceae,Dryopteris filix-mas type,Echium,Elaeagnus,Elaeagnus type,Empetrum type,Ephedra distachya type,Ephedra fragilis type,Epilobium,Eremurus,Erica arborea type,Ericaceae,Eryngium,Eryngium type,Eucalyptus,Euphorbia,Fabaceae,Fagus,Fagus sylvatica,Falcaria type,Falcaria vulgaris type,Fallopia convolvulus type,Filipendula,Frangula alnus,Fraxinus excelsior,Fraxinus ornus,Fraxinus sogdiana,Galeopsis type,Gentiana,Gentiana pneumonanthe type,Geranium,Geranium type,Gnaphalium type,Gypsophila repens type,Hedera type,Helianthemum,Helianthemum type,Helleborus viridis,Heracleum type,Hippophae rhamnoides,Hornungia/Sinapis type,Huperzia selago,Hyoscyamus type,Hypericaceae,Hypericum perforatum type,Impatiens type,Juglans,Juglans regia,Juncaceae,Juniperus,Juniperus type,Kalmia procumbens type,Lamiaceae,Larix,Lathyrus type,Ligusticum type,Ligustrum,Liliaceae,Lilium martagon type,Linum austriacum type,Linum type,Liquidambar,Lonicera type,Lotus type,Lythrum,Lythrum salicaria,Matricaria type,Melampyrum,Mentha type,Mercurialis,Mercurialis annua,Minuartia rubra type,Morus alba,Morus alba type,Olea,Onobrychis,Onobrychis type,Ononis type,Ornithopus,Ostrya type,Papaver rhoeas type,Paronychia type,Pedicularis type,Peucedanum type,Phillyrea,Phyteuma,Picea,Picea schrenkiana,Pimpinella major type,Pinus,Pinus (Diploxylon),Pinus (Haploxylon),Pinus cembra,Pinus sylvestris type,Pistacia,Plantago,Plantago alpina type,Plantago coronopus,Plantago coronopus type,Plantago lanceolata type,Plantago maritima type,Plantago media/Plantago major,Plantago media/Plantago major type,Plantago tenuiflora type,Platanus,Plumbaginaceae,Poaceae,Polemonium type,Polygonaceae,Polygonum aviculare,Polygonum aviculare type,Polygonum viviparum,Polypodiales,Polypodium vulgare type,Populus,Potentilla type,Primula farinosa,Primula veris type,Prunus type,Pteridium aquilinum,Pulmonaria type,Pulsatilla,Quercus cerris type,Quercus ilex type,Quercus pubescens type,Quercus robur/Quercus pubescens type,Ranunculaceae,Ranunculus acris type,Ranunculus arvensis type,Ranunculus reniformis type,Reseda type,Rhamnus cathartica,Rhamnus type,Rhinanthus type,Rhus type,Robinia pseudoacacia,Roemeria type,Rosa type,Rosaceae,Rubiaceae,Rumex acetosa type,Rumex acetosella,Rumex acetosella type,Rumex obtusifolius type,Ruta type,Sagina,Salix,Salsola kali type,Sambucus,Sanguisorba minor ssp minor,Sanguisorba minor type,Sanguisorba officinalis,Saussurea type,Saxifraga oppositifolia type,Saxifraga tridactylites type,Scabiosa type,Scrophulariaceae,Sedum,Senecio type,Silene dioica type,Silene vulgaris type,Sium type,Smyrnium type,Solanum dulcamara,Solanum nigrum type,Soldanella,Sorbus type,Sorbus/Rubus type,Symphytum,Tamarix,Taxus,Teucrium type,Thalictrum,Thalictrum type,Thesium humifusum,Tilia,Trachycarpus fortunei,Trifolium pratense type,Trifolium repens type,Trifolium type,Trinia glauca type,Trollius,Tsuga,Ulex type,Ulmus,Urtica dioica type,Urtica membranacea type,Urtica pilulifera,Urtica urens,Vaccinium type,Valeriana dioica type,Valeriana officinalis type,Veronica type,Viburnum lantana,Vicia type,Viscum,Xanthium type
8676,EMPD2,Kichikol lake; Juniperus forest transect according to canopy cover,Tinner_a5,39.9833333333333,73.55,2554,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,18,,,,,,,,,1,,,,,135,,,,,,,,,,,,,,,,,,7,,,3,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,8,,,,,,,,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,,,,,,,404,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,22,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
8677,EMPD2,Kichikol lake; transect from Juniperus forests to meadows,Tinner_a6,39.9833333333333,73.55,2554,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,25,,,,,,,,,1,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,209,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,9,,,,,,,,,4,,,,,,,,,,,,11,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,1,,,,,,3,,,,,,,,,,,,,,,,,
8678,EMPD2,Kichikol lake; transect from Juniperus forests to meadows,Tinner_a7,39.9833333333333,73.55,2554,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,37,,,,,,,,,2,,,,,369,,,,,,,1,,,1,,,,,,,,,,,1,,,,4,,,,,,,,5,,,,,,,,,,,,3,,,,,31,,,,,,,,,,2,3,1,,,,,,,1,1,,,,,,,,,,,1,,2,,,,,,,,,,2,3,,,3,,,,,,,137,,4,,,1,,1,,,1,,,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,55,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,1,2,,,,,,3,,,,,,,,,,,,,,,,,
8679,EMPD2,Kichikol lake; transect from Juniperus forests to meadows,Tinner_a8,39.9833333333333,73.55,2554,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,75,,,,,,,,,,,,,,330,,,1,,,1,,,,,,,1,,,,,,,,12,,,,2,,,,,,,,66,,,,,,,,,,,,,,,,,43,,,,2,,,,1,,3,3,,1,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,7,,,,,,,,,,71,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,6,,,3,,,,74,4,,,7,,,,,4,,,1,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,,,1,,1,,,,,,8,,,,,,1,,,,,,,,,,,
8680,EMPD2,Kichikol lake; transect from Juniperus forests to meadows,Tinner_a9,39.9833333333333,73.55,2554,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,30,,,,,,,,,2,,,,,302,,,,,,,,,,1,,,,,,,,,,,6,,,,1,1,,1,,,,,38,,,,,,,1,,,,,1,,,,,14,,,,,,,,,,2,4,,,,,,,,,1,,,,,,,,,,,1,,4,,,,,,,,,,3,6,,,1,,,,,,,54,,4,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,65,,,,18,,,,,1,,,1,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
8681,EMPD2,Kichikol lake; transect from Juniperus forests to meadows,Tinner_a10,39.9833333333333,73.55,2554,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,36,,,,,,,,,,,,,,292,,,,,,,2,,,2,,,,,,,,,,,9,,,,2,,,1,,,,,24,,1,,,,,,,,,,2,,,,,47,,1,,,,,,,,5,,,,,,,,,2,2,,,,,,,,,,,4,,4,,,,,,,,,,3,4,,,1,,,,,,,73,,4,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,79,,,,16,,,,,3,,,2,,,,,,,,,5,,,,1,,,,,,,,,,,,3,,,1,1,,,,,1,,,,1,,2,,,,,,,,,,,,,,1,3,,,,,,2,,,,,,,,,,,,,,,,,
8682,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a11,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,17,,,,,,,,,1,,,,,17,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,,,,,,,,1,,2,1,,3,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,4,,,,,,,523,,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,2,,,,,,,15,,,,,,,,,5,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
8683,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a12,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,3,,,,,,,,,73,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,23,,3,,,,,,,,,,,,,,,36,,2,,,,,,,,1,3,1,4,,,,,,,,,,,,,,,,,1,,,,,3,,,,,1,,,,9,,,,,5,,188,,,49,,1,,,,,,,,,,,,,,5,,2,,,,,1,,,,,,,,1,1,,,,,,,1,,,,,,,,,,4,,,,,3,1,64,,1,,,,,,,48,,,9,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,4,,,,,1,,,,,,,6,,,,,,,,,,,,,1,2,,,,,,,2,,,,,,,,,,,,,,,,,
8684,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a13,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,40,,,,,,,,,1,,,,,39,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,2,,,,,,,,2,3,,,,,,,431,,,13,,2,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,35,,,,1,,,,,2,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
8685,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a14,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,2,,,,,,,,,75,,,,,,,,,1,,,,,92,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,7,,1,,,,,,,,,,,,,,,18,,1,,3,,,,8,,3,1,,1,,,,,,1,1,,,,,,,,,,,1,,4,,1,,,,,,,,33,4,,,,,,,216,,,28,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,8,,,,,,,45,,,,,,,,,13,,,10,,1,,,,,,,3,,,,,,,,,,,3,,,,,,,,1,1,,,,,,,,,3,,,,,,,,,,,5,,,,1,1,2,,,,,,3,,,,,,1,,,,,,,,,,,3
8686,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a15,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,10,,,,,,,,,63,,,,,,,,,,,,,,80,,,2,,,,1,,,,,,,,,,,1,,,,,,,,2,,,,,,,4,,2,,,,,,,,,,1,,,,,32,,1,,,,,,3,,2,2,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,6,,1,,,1,,254,,,38,,,,,,,,,,,,,,,,2,,7,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,1,1,59,,,,,,,,,3,,,25,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,1,,,,,1,,,,,,2,,,,,,,,,4,,,,1,2,1,,,,,,,,,,,,1,,,,,,1,,,,,
8687,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a16,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,49,,,,,,,,,,,,,,38,,,2,,,,1,,,,,,,,,,,1,,,,,,,1,1,,,,,,,2,,1,,,,,,,,,,1,,,,,8,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,2,,,,,,,420,,,24,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,46,,,,1,,,,,5,,,2,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,,,,,,,,,,,
8688,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a17,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,4,,,,,,,,,82,,,,,,,,,1,,,,,96,,,2,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,10,,,,,,,,,,,,,,,,,20,,2,,1,,,,,,2,1,,3,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,3,10,,,,,,,231,,,31,,,,,,,1,,,,,,,,,14,,4,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,1,,53,,,,,,,,3,1,,,4,,1,,,,,,,3,,,,,,,,,,1,,,,,,,,,1,5,,,,,,,,,,,3,,,,,,,,,,,,,2,2,1,,,,,,1,,,,,,2,,,,,,1,,,,,
8689,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a18,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,206,,,,,,,,,6,,,,,73,,,5,,,,,,,,,,,,,,,6,,,1,,,,3,2,,,,,,,30,,,,,,,,,,,,3,,,,,63,,7,,,,,,2,,7,5,,15,,,,,,,,,,,,,,,,,2,2,,1,,,,,,,,,,2,3,,,,,,,52,,,63,,6,,,1,,12,,,,,,,,,1,,14,,,,,,,,,,,,,5,2,,,,,2,,,,,,,,,,,,1,,,,,2,,51,,,,,,,,,7,,,4,,,,,,,,2,4,,,,,,,,,,1,,,,,,,,,1,3,,,,,,,,,,,7,,,,,,,,,2,,,,,4,1,,,,,,10,,,,,1,4,,,,,,,,,,,1
8690,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a19,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,2,,,,,,,,,71,,,,,,,,,1,,,,,43,1,,2,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,14,,2,,,,,,,,1,,,7,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,1,,408,,,25,,2,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,3,,,,,,,25,,,,,,,,,1,,,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,3,,,,,2,1,,,,,,,,,,,,1,,,,,,,,,,,1
8691,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a20,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,88,,,,,,,,,2,,,,,47,1,,2,,,,,,,,,,,,,,,,,,3,,,,3,1,,,,,,,36,,,,,,,,,,,,,,,,,67,,1,,,,,,,,6,1,,5,,,,,,1,,,,,,,,,,,2,1,,1,,1,,,,,,,,,7,,,,,1,,108,,,84,,,,,,,,,,,,,,,,5,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,115,,,,1,,,,,1,,,1,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,40,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,1
8692,EMPD2,Nishneye and Verkhneye Ozero lakes; Juglans forests,Tinner_a21,41.3,72.95,1406.5,0.01,,moss,-54,13,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,1,,,,,,,,,65,,,,,,,,,1,,,,,48,,,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,3,,,,,,,,,,,,,,,19,,,,,,,,,,3,1,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,5,,,1,,,,404,,,23,,3,,,,,,,,,,,,,,2,,3,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,1,,25,,,,,,,,,3,,,2,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,,,,,,,,,1,,,,,3,,,,,,,2,,,,,1,2,,,,,,,,,,,
8693,EMPD2,Karakol lake; Picea forests,Tinner_a22,42.8333333333333,77.3833333333333,2353,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,14,,,,,,,,,3,,,,,97,,,,,,,17,,,,,,,,,,,1,,,2,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,1,1,,1,,1,,,,,,,,3,5,,,,,,,,,,6,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,520,,2,,,,,,,,,,1,,,,,,,24,,,,1,,,,,2,,,5,,,,,,,,,3,,,,,,1,,,,1,,,,,,1,,,3,,,,,,,,,,2,,1,,,2,,,,,,2,,,,,2,6,,,,,,2,,,,,2,1,,,,,,1,,,,,1
8694,EMPD2,Karakol lake; Picea forests,Tinner_a23,42.8333333333333,77.3833333333333,2353,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,26,,,,,,,,,2,,,,,105,,,,,,1,9,,,,,,1,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,16,,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,22,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,319,,8,,,,,,,,,,1,,,2,,,,48,,,,1,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,69,,,,,,4,,,,,,3,,,,,,,,,,,2,2,,,,,,,,,,,1
8695,EMPD2,Karakol lake; Picea forests,Tinner_a24,42.8333333333333,77.3833333333333,2353,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,41,,,,,,,,,,,,,,69,,,,,,,7,,,,,,1,,,,,1,,,4,,,,,,,,,,,,105,,4,,,,,,,,,,,,,,,28,,3,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,31,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,202,,1,,,,,,7,,,,23,,,11,,,,42,,,,11,,,,,3,,,,,,,,,,,1,12,1,,,,,,,,,,,,,,,2,,,1,2,,,,,,,,,,,5,,,11,,,,,,2,,,,,,,,,,,,21,,,,,,2,,,,,,,,,,,
8696,EMPD2,Karakol lake; Picea forests,Tinner_a25,42.8333333333333,77.3833333333333,2353,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,33,,,,,,,,,1,,,,,114,,,,,,,6,,,,,,1,,,,,2,,,2,,,,,,,,,,,,21,,1,,,,,,,,,,,,,,,20,,3,,,,,,,,2,,,1,,,,,,2,,,,,,,,,,,,1,,,,1,,,,,,,,1,8,,,,,,,,,,40,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,352,,9,,,,,,2,,,,3,,,,,,,28,,,,2,,,,,1,,,,,,,,,,,,8,,,,,,1,,,,,,,,,,3,,,4,,,,,,,,,,,,,,,2,,,,,,1,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,
8697,EMPD2,Karakol lake; Picea forests,Tinner_a26,42.8333333333333,77.3833333333333,2353,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,17,,,,,,,,,2,,,,,90,,,,,,,7,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,10,,4,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,1,,,,1,,,22,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,409,,4,,,,,,,,,,,,,,,,,11,,,,,,,,,1,,,1,,,,,,,,,2,,,,,,,,,,1,,,,,,2,,,2,,,,,,,,,,1,,1,,,7,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,
8698,EMPD2,Karakol lake; Picea forests,Tinner_a27,42.8333333333333,77.3833333333333,2353,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,,,,,,,,,,,,18,,,,,,,,,4,,,,,58,,,,,,,5,,,,,,1,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,4,,,,,,,,,,14,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,470,,1,,,,,,2,,,,1,,,,,,,11,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,1,3,,,,,,1,,,,,,1,,,,,,1,,,,,
8699,EMPD2,Bakaly lake; N-S transect through mixed forests,Tinner_a28,41.8666666666667,71.9666666666667,1880,0.01,,moss,-54,15,"Beer, R., Tinner, W., Carraro, G., Grisa, E., 2007. Pollen representation in surface samples of the Juniperus, Picea and Juglans forest belts of Kyrgyzstan, central Asia. The Holocene 17, 599-611.",10.1177/0959683607078984,2,,3,,,,,,,,,57,,,,,,,,,29,,,,1,80,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,6,,4,,,,,,,,1,,,7,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,1,,,,21,,,115,,2,,2,,,,,,,,,,,,8,,20,,,,,,,,,,,,,,,,,,,8,,1,,,,,,,,,,14,,,,,,,170,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,12,,,1,1,,,,,,,,,3,,3,,,,,,,,,11,,,,,1,,,,,,,1,,,,,,3,,,,,,,,,,,
