ID_EMPDv2,source,site_name,entity_name,latitude,longitude,elevation,basin_size,site_type,entity_type,age_BP,ID_BIOME,publication,DOI,Abies,Acer,Acer turkestanica,Achillea type,Aconitum,Aesculus,Aethusa cynapium type,Alchemilla type,Allium type,Alnus alnobetula,Alnus glutinosa type,Amaranthaceae,Ambrosia type,Amorpha fruticosa,Anemone hortensis,Anemone nemorosa type,Anthemis type,Anthericum,Anthericum type,Anthriscus sylvestris type,Apiaceae,Apium inundatum type,Apium type,Arbutus type,Arceuthobium,Artemisia,Aruncus type,Asplenium type,Asteroideae,Astragalus type,Athyrium filix-femina,Berula erecta,Betula,Bidens type,Bistorta type,Boraginaceae,Botrychium,Brassicaceae,Bupleurum type,Buxus,Calluna vulgaris,Campanula,Campanulaceae,Carduus type,Carlina,Carpinus,Caryophyllaceae,Castanea sativa,Cedrus,Celtis,Centaurea montana type,Centaurea nigra type,Centaurea solstitialis,Centaurium,Cerastium cerastioides type,Cerastium fontanum type,Chaerophyllum hirsutum type,Chamaerops humilis,Cichorioideae,Cirsium,Cirsium type,Cistus crispus type,Cistus salviifolius,Citrus,Clematis type,Conium type,Convolvulus,Cornus mas,Cornus sanguinea,Corylus avellana,Cousinia type,Crassula,Cryptogramma crispa,Cryptomeria type,Cuscuta,Cyperaceae,Cystopteris fragilis,Daucus type,Dianthus type,Dipsacaceae,Dryopteris filix-mas type,Echium,Elaeagnus,Elaeagnus type,Empetrum type,Ephedra distachya type,Ephedra fragilis type,Epilobium,Eremurus,Erica arborea type,Ericaceae,Eryngium,Eryngium type,Eucalyptus,Euphorbia,Fabaceae,Fagus,Fagus sylvatica,Falcaria type,Falcaria vulgaris type,Fallopia convolvulus type,Filipendula,Frangula alnus,Fraxinus excelsior,Fraxinus ornus,Fraxinus sogdiana,Galeopsis type,Gentiana,Gentiana pneumonanthe type,Geranium,Geranium type,Gnaphalium type,Gypsophila repens type,Hedera type,Helianthemum,Helianthemum type,Helleborus viridis,Heracleum type,Hippophae rhamnoides,Hornungia/Sinapis type,Huperzia selago,Hyoscyamus type,Hypericaceae,Hypericum perforatum type,Impatiens type,Juglans,Juglans regia,Juncaceae,Juniperus,Juniperus type,Kalmia procumbens type,Lamiaceae,Larix,Lathyrus type,Ligusticum type,Ligustrum,Liliaceae,Lilium martagon type,Linum austriacum type,Linum type,Liquidambar,Lonicera type,Lotus type,Lythrum,Lythrum salicaria,Matricaria type,Melampyrum,Mentha type,Mercurialis,Mercurialis annua,Minuartia rubra type,Morus alba,Morus alba type,Olea,Onobrychis,Onobrychis type,Ononis type,Ornithopus,Ostrya type,Papaver rhoeas type,Paronychia type,Pedicularis type,Peucedanum type,Phillyrea,Phyteuma,Picea,Picea schrenkiana,Pimpinella major type,Pinus,Pinus (Diploxylon),Pinus (Haploxylon),Pinus cembra,Pinus sylvestris type,Pistacia,Plantago,Plantago alpina type,Plantago coronopus,Plantago coronopus type,Plantago lanceolata type,Plantago maritima type,Plantago media/Plantago major,Plantago media/Plantago major type,Plantago tenuiflora type,Platanus,Plumbaginaceae,Poaceae,Polemonium type,Polygonaceae,Polygonum aviculare,Polygonum aviculare type,Polygonum viviparum,Polypodiales,Polypodium vulgare type,Populus,Potentilla type,Primula farinosa,Primula veris type,Prunus type,Pteridium aquilinum,Pulmonaria type,Pulsatilla,Quercus cerris type,Quercus ilex type,Quercus pubescens type,Quercus robur/Quercus pubescens type,Ranunculaceae,Ranunculus acris type,Ranunculus arvensis type,Ranunculus reniformis type,Reseda type,Rhamnus cathartica,Rhamnus type,Rhinanthus type,Rhus type,Robinia pseudoacacia,Roemeria type,Rosa type,Rosaceae,Rubiaceae,Rumex acetosa type,Rumex acetosella,Rumex acetosella type,Rumex obtusifolius type,Ruta type,Sagina,Salix,Salsola kali type,Sambucus,Sanguisorba minor ssp minor,Sanguisorba minor type,Sanguisorba officinalis,Saussurea type,Saxifraga oppositifolia type,Saxifraga tridactylites type,Scabiosa type,Scrophulariaceae,Sedum,Senecio type,Silene dioica type,Silene vulgaris type,Sium type,Smyrnium type,Solanum dulcamara,Solanum nigrum type,Soldanella,Sorbus type,Sorbus/Rubus type,Symphytum,Tamarix,Taxus,Teucrium type,Thalictrum,Thalictrum type,Thesium humifusum,Tilia,Trachycarpus fortunei,Trifolium pratense type,Trifolium repens type,Trifolium type,Trinia glauca type,Trollius,Tsuga,Ulex type,Ulmus,Urtica dioica type,Urtica membranacea type,Urtica pilulifera,Urtica urens,Vaccinium type,Valeriana dioica type,Valeriana officinalis type,Veronica type,Viburnum lantana,Vicia type,Viscum,Xanthium type
4230,EMPD2,Lago Pusiano,Finsinger_a47,45.8039339653764,9.27367485992344,259,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,1,,,,,,,,,4,36,3,2,,,1,,,,,,,,,,3,,,2,,,,22,,,,,2,,,,,,,,5,,50,3,1,,,,,,,,,,1,,,,,1,,,,,20,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,,3,,,24,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,55,,,,,,,3,,,,,,1,11,,,,,,3,,2,,,13,,60,,,,,,,1,5,,,,2,,,,3,6,,20,,,,,,,,,,1,,,,,1,,,,,8,14,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,21,,,,,,
4231,EMPD2,Lago di Rascino,Finsinger_a48,42.3464787843355,13.1471573941654,1146,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,2,,,,1,,,6,2,,,,1,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,4,9,7,,,,,,,,,2,,10,1,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,1,,1,,,,,,,2,,,,,,,,,7,,,,,34,,,,,1,,,,,,,,,15,1,,,,,5,,,,,1,,106,,,5,,,,2,6,,,,,,,,23,12,,8,,2,,,,,,3,,,,,,,4,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,4,1,,,,,,,,,4,,,1,1,,3,,,,,,
4232,EMPD2,Lago di Sant Anna di Vinadio,Finsinger_a49,44.2284137931493,7.10058827882416,2167,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,4,1,,1,1,,,,,18,6,6,,,,,,,,,,,,,,8,,,2,,,,4,,,,,1,,,,1,,,,,3,8,,,,,,,,,,,5,1,,,,,,,,,,1,,,10,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,3,,,18,,,,9,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,7,,,,,,6,139,,,4,,,4,,1,,,,,64,,,,,,,6,,,,,,,,,1,3,,10,,,,,,,,,,,,,,,,,1,,,6,1,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,2,,,,,,
4233,EMPD2,Lago San Puoto,Finsinger_a50,41.2856131757243,13.4085524016563,2,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,,6,9,,,,,,,,,,,,,,5,,,,,,,,,,,,10,,,,,,,,4,,,,,,,,,,,1,2,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,2,,,22,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,24,,,,,4,,,,,,,,,28,6,,,,,4,,,,,2,,44,,,2,,,,4,,,,,,,,,40,6,,20,,,,,,,2,2,,,,,,,4,,,,,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,23,,,,,,
4234,EMPD2,Lago Scuro Cerretano,Finsinger_a51,44.3029932640058,10.2441049031806,1288,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,18,,,,,,,,,,16,1,1,,,,,,,2,,,,,,1,,,,,,,4,,,,,5,,,,1,,,,1,,5,,,,,,,,,,,2,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,2,,,,,1,146,,,,,3,,2,4,,,,,,,,,,,,,,,,,,,,,1,,,11,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,39,,,,,,,,,,,,,,32,,,,,,4,,1,,,1,,60,,,,,,,20,9,,1,,,1,,,12,5,,30,,,,,,,,,,,,,,,3,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,7,,,1,,,
4235,EMPD2,Lago Scuro delle Agoraie (Lame),Finsinger_a52,44.49268400201,9.40425013698781,1200,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,2,6,2,,,,,,,,,,,,,,2,,,,,,,,,,,14,,,,3,,,,,1,,6,,,,,,,,,,,,,,,,,,,,2,,10,,,,,,,,,,,,,,,,,,,,,2,,,,,,76,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,,,8,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,16,,,,,,,14,,,,,,,18,,,,,,2,,,,,,,32,,,,,,,196,,,,,,,,,4,,,10,,,,,,,,,,,,,,,18,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,
4236,EMPD2,Lago Scuro - Polverosa,Finsinger_a53,42.5011973821241,11.3105511243015,10,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,5,,,,,,,,,4,12,2,,,1,,,,,,,,,,1,,,3,,,,1,,,,,7,,,,,,,,1,1,3,,,,,1,,,3,2,,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,,,15,,,,,,,,2,,5,6,,,,,,,,,6,,,,,,,,,,,,,,,15,,,,,,,,,,1,,,,2,,,,,,,,,,,4,,2,,,6,,,,1,2,,,,,,,,,11,17,,,,,7,,,,,,,94,,,3,,,,2,1,,,,,,,,31,6,,7,,,,,,,7,9,,,,,,,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,3,,,,2,,,,,,4,,,,,,
4237,EMPD2,Lago del Segrino,Finsinger_a54,45.8299667955775,9.2670867504215,374,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,2,9,,1,,,,,,,,,,,,,7,,,,,,,19,,,,1,5,,,,,,,,2,,11,12,,,,,,,,,,1,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,22,5,,,,,,,,,,,,,,,,,,,,,4,,,14,,,,1,,,,,,,,,,,,,,,,,,,1,,5,,,,,61,,,,,,,1,,,,,,8,7,,,,,,6,,1,,,,,72,,,,,,,1,,,,,,,,,,1,,16,,,,,,,1,,,,,,,,,,,,,1,3,,2,,,,,,,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,9,,,,1,,
4238,EMPD2,Lago di San Floriano,Finsinger_a55,42.4260138452594,11.3617072852727,11,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,,2,8,,,,,,,,,,,,,,6,,4,4,,,,,,,,,12,,,,,,,,,,2,,,,,,,,,,,24,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,2,,,8,,,,,,,2,,,6,12,,,,1,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,4,,,,,,,,,17,,,,,8,,,,,,,,,,,,,,28,5,,,,,,,,,,,,117,,,,,12,,8,40,,,,,,,,18,31,,2,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
4239,EMPD2,Lago Sirino,Finsinger_a56,40.0926212916501,15.8088595180255,775,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,1,260,3,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,2,,,,,,,11,,,,,,,,,2,,6,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,,,7,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,4,,,,1,3,,,,,,,,,2,,,,,,1,,,,,,,28,,,,,,,6,1,,,1,,,,,13,7,,10,,,,,,,,,,,,,,,4,,,,,3,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,7,,,,,,3,,,,,,
4240,EMPD2,Lago di Sibolla,Finsinger_a57,43.8248859049436,10.7005586740067,13,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,,33,1,,12,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,1,,7,1,,,,,,,,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,,14,,,,,,,,,,,,,,54,1,,,,,6,,,,,,,59,,,,,,,4,1,,1,,,,,,15,11,,1,,,,,,,1,,,,,,,,,,,,,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,1,,,,,,,
4241,EMPD2,Lago Sirio,Finsinger_a58,45.4859944994092,7.88420523525695,271,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,2,133,,2,,,,,,,,,,,,,3,,,,,,,21,,,,,1,,,,,,,,2,,41,5,3,,,,,,,,,1,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,,,,1,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1,,,,,,10,17,,,,,,1,,,,,3,,25,,,,,,,,2,,,,1,,,,,3,,57,,,,,,,,,,,,,,,,,1,,,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,
4242,EMPD2,Lago Santo Parmense,Finsinger_a59,44.4024219682956,10.0074893757354,1507,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,5,,,,,,2,,,3,28,2,1,,,1,,,,,,,,,,4,,,,,,,4,,,,1,1,,,4,,,,,1,,13,,,,,,,1,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,2,,,21,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,55,,,,,1,,2,,,,,,,34,1,,,,,4,,1,,,3,,78,,,,,,,68,,,,,1,1,,,3,14,,51,,,,,,,,,,,,,,,,,,,,8,2,,,,,1,,1,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,9,,,,,,
4243,EMPD2,Lago di Tovel,Finsinger_a60,46.2610858162433,10.9500088850979,1178,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,4,,,,,,,,,6,6,4,,,,,,,,,,,,,,,,,,,,,18,,,,,2,,,,,,,,,,4,,,,,,,,,,,2,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,52,,,,,,10,120,,,,,,4,,,,,1,,38,,,,,,,4,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,2,,,,,,12,,,,,,
4244,EMPD2,Urio Quattrocchi,Finsinger_a61,37.9011937152954,14.3959466321944,1044,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,3,,9,,,,,,,,6,,,,,,,,,,,,,,4,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,12,,,,,,,,,,,,,12,,6,,,,,,,187,,,,,,,,1,,,,,,,,9,2,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,3,,,47,,3,,,,,,,
4245,EMPD2,Lago di Varsi,Finsinger_a62,44.664125646107,9.85219394908922,430,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,,2,3,1,,,,,,,,,,,,,4,,1,1,,,,2,,,,,1,,,,,,,,,,16,1,,,,,,,,,,3,,,,,,,,,,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,5,3,,,,,,,,,,,,,,,,,,,1,,5,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,47,,,,,,,1,,,,,,,8,,,,,,14,,,,,3,,155,,,,,,,2,132,,,,,,,,4,6,,50,,,,,,,,1,,,,,1,,1,,,,,3,33,,1,,,,,,,,,,,,,,,,,,,,1,,3,,,,1,,,,,,1,,,,4,,,,,,9,,,,,,
4246,EMPD2,Lago di Varese,Finsinger_a63,45.8159037342094,8.73309247320539,238,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,2,56,1,4,,,,,,,,,,,,,3,,,,,,,15,,,,,,,,1,,,,,,,38,5,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,1,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,8,,,,,,5,39,,,,,,2,,,,,1,,36,,,,,,,,4,,,,,,,,2,4,,29,,,,,,,,,,,,,,1,,,,,,8,6,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,2,,,,,,5,,,,,,
4247,EMPD2,Lago di Ventina,Finsinger_a64,42.5087587834978,12.7530855005883,370,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,1,,,,,,,,,3,,,,,,,,,,,,,,,1,,,1,,,,2,,,,,6,,,2,,,,,5,1,9,1,,,,,,,,1,,,,,,,,1,,,,,14,,,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,1,,2,7,,,,,,,,,,,,,,,,,,,,,2,,,49,,,,,,,1,,2,,,,,,,,,,,,,,,,18,,,,,59,,,,,1,,,,,,,,,17,1,,,,,2,,1,,,1,,73,,,,,,,2,3,,,,,,,,41,51,,45,,,,,,,,2,1,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,6,,,,,,5,,,,,,
4248,EMPD2,Lago Verde del Passo del Brattello,Finsinger_a65,44.4091349043191,9.7968056030377,1055,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,3,,,,,,,,2,118,1,1,,,,,,,,,,,,,1,,1,3,,,,,,,,,1,,,3,,,,,2,2,89,,1,,1,,,,,,,9,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,7,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,21,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,31,,,,,,,,,,,,,,30,,,,,,7,,3,,,2,,103,,,2,,,,17,1,,,,1,,,,8,6,,20,,,,,,,,2,,,,,,,3,,2,,,7,1,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,,,,,3,,,1,,,
4249,EMPD2,Lago di Vico,Finsinger_a66,42.3187826674347,12.1745680918439,507,,,sediment,-55,4,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,,,,,,,,,,,12,2,,,,,,,,,,,,,,9,,,,,,,4,,,,,1,,,,,,,,5,2,10,2,1,,,,,,,1,,1,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,1,,2,7,,,,,,,,,1,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,2,,,,,7,,1,,,16,,,,,1,,1,,,,,,,11,1,,,,,1,,,,,,,71,,,,,,,1,,,,,,,,,58,21,,12,,,,,,,,,,,,,,,,,,,,5,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,4,,,2,,4,9,,,,,,
4250,EMPD2,Lago Viverone,Finsinger_a67,45.4132598406388,8.03689647494154,230,,,sediment,-55,13,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,2,,,1,,,,,,4,74,4,9,,,,,,,,,,,,,2,,4,,,,,22,,,,,,,,1,,,,,6,,13,1,,,,,,,,,,,,,,,,,,,,,20,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,1,,,11,,,,4,,,,,,,,,,,,,,,,1,,,,,5,,,,,12,,,,,,,6,,,,,,5,31,,,,,,5,,,,,1,,31,,,,,,,1,1,,,,,,,,12,6,,35,,,,,,,,,,,,,,,,,2,,,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,8,,,1,,,
4251,EMPD2,Moregna,Finsinger_a68,46.2665545471944,11.6380874752454,2058,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,2,,,1,,,,,,172,5,,,,,,,,,,,,,,,2,,,3,,1,,6,,,,,3,,,,1,,,,,,2,,,,,,,,,,,8,2,,,,,,,,,,9,,,1,,,,,,,,,,,,3,,,,,,,,,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,47,,,,,,8,48,,,,,,1,,,,,,,30,,,,,,,180,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,
4252,EMPD2,Buse,Finsinger_a69,46.1791239311463,11.3244124759024,2059,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,2,1,,,,,,,,46,5,2,1,,,,,,,,,,,,,4,,,1,,,,4,,,,,4,,,,,,,,,,20,1,,,,,,,,1,,1,2,,,,,,,,,,23,,,,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,60,,,,,,6,84,,,,,,10,,,,,,,32,,,,,,,8,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
4253,EMPD2,Stellune,Finsinger_a70,46.1962881833128,11.4987863077811,2099,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,4,,,,,,,,,61,2,2,,,,,,,,,,,,,,3,,,1,,,,2,,,,,3,,,2,,,,,1,,13,,,,,,,1,,,,4,,,,,,,,,,,21,,,1,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,10,,,,,,,,,,,,,,,,,,,,,1,,,,,11,,,,1,,,57,,,,,,36,84,,,,,,5,,,,,,,35,,,,,,,10,,,,,,1,,,,,,9,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,
4254,EMPD2,Trote,Finsinger_a71,46.2621761101444,11.6257702230682,2100,,,sediment,-55,9,"Finsinger W, Heiri O, Valsecchi V, et al (2007) Modern pollen assemblages as climate indicators in southern Europe. Global Ecology and Biogeography 16:567-582",10.1111/j.1466-8238.2007.00313.x,3,,,,,,,,,86,2,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,9,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,36,,1,,,,4,32,,,,,,2,,,,,,,22,,,,,,1,177,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
