ID_ENTITY_PUB,ID_ENTITY,ID_PUB,citation
206,1374,57,"Djamali M, de Beaulieu JL, Campagne P, Andrieu-Ponel V, Ponel P, Leroy SAG, Akhani H (2009) Modern pollen rain-vegetation relationships along a forest-steppe transect in the Golestan National Park, NE Iran. Review of Palaeobotany and palynology 153 (3-4):272-28"
213,1832,63,"Farcas, S., and I. Tantau. 2012. Contribution to the European Pollen Database. 16. Poiana Rusca Mountains (Romania): Pesteana peat bog. Grana, 51(3):249-251."
215,2079,64,"Farcas, S., J.L. de Beaulieu, M. Reille, G. Coldea, B. Diaconeasa, C. Goeury, T. Goslar, and T. Jull. 1999. First 14C dating of Late Glacial and Holocene pollen sequences from Romanian Carpathes. Compte Rendu de l'Académie des Sciences Paris, Série III, Sciences de la vie, 322:799-807."
216,2067,65,"Farcas, S., V. Lupsa, I. Tantau, and A. Bodnariuc. 2003. Reflectarea procesului de antropizare în diagramele sporo-polinice din Muntii Apuseni. Environment and Progress, Cluj-Napoca, 231-236."
217,1833,66,"Feurdean, A. 2005. Holocene forest dynamics in northwestern Romania. The Holocene 15,3:435-446."
218,1691,67,"Feurdean, A., and O. Bennike. 2004. Late Quaternary palaeoecological and palaeoclimatological reconstruction in the Gutaiului Mountains, northwest Romania. Journal of Quaternary Science 19(8):808-827"
219,1833,68,"Feurdean, A., and O. Bennike. 2004. Late Quaternary palaeoecological and palaeoclimatological reconstruction in the Gutaiului Mountains, northwest Romania. Journal of Quaternary Science 19(8):808-827."
220,1833,69,"Feurdean, A., S. Klotz, V. Mosbrugger, and B. Wohlfarth. 2008. Pollen-based quantitative reconstructions of Holocene climate variability in NW Romania. Palaeogeography, Palaeoclimatoligy, Palaeoecology 260:494-504."
221,1691,69,"Feurdean, A., S. Klotz, V. Mosbrugger, and B. Wohlfarth. 2008. Pollen-based quantitative reconstructions of Holocene climate variability in NW Romania. Palaeogeography, Palaeoclimatoligy, Palaeoecology 260:494-504."
227,1799,75,"Filipova-Marinova M, Kvavadze E, Connor S, Sjogren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
228,1801,75,"Filipova-Marinova M, Kvavadze E, Connor S, Sjogren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
229,1802,76,"Filipova-Marinova M, Kvavadze E, Connor S, Sjögren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
230,1798,76,"Filipova-Marinova M, Kvavadze E, Connor S, Sjögren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
231,1797,76,"Filipova-Marinova M, Kvavadze E, Connor S, Sjögren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
232,1806,76,"Filipova-Marinova M, Kvavadze E, Connor S, Sjögren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
233,1807,76,"Filipova-Marinova M, Kvavadze E, Connor S, Sjögren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
234,1800,76,"Filipova-Marinova M, Kvavadze E, Connor S, Sjögren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
235,1803,76,"Filipova-Marinova M, Kvavadze E, Connor S, Sjögren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
236,1804,76,"Filipova-Marinova M, Kvavadze E, Connor S, Sjögren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
237,1805,76,"Filipova-Marinova M, Kvavadze E, Connor S, Sjögren P (2010) Estimating absolute pollen productivity for some European Tertiary-relict taxa. Vegetation History and Archaeobotany 19 (4):351-364"
238,1827,77,"Filipova-Marinova M., D. Pavlov, S. Vergiev, V. Slavchev, and L. Giosan. 2014. Contributions to the European Pollen Database. 24. Varna Lake (north-eastern Bulgaria): vegetation history and human impact during the last 8000 years. Grana, 53(4):309-311."
242,1149,78,"Filipova-Marinova, M. 2003. Palaeoenvironmental changes in the Southern Bulgarian Black Sea area during the last 29000 years. Phytologia Balcanica, 9: 275-292"
244,1145,80,"Filipovitch, L. (1977). Palynological data for the postglacial distribution of Juglans in the composition of Bulgarian flora. Phytology, 6: 32-37."
245,1343,81,"Filipovitch, L. (1985). Palynological studies of peat bogs on the southern slopes of Vitosha mountain. Forest Science, 2: 3-16."
246,1145,82,"Filipovitch, L. (1992). Anthropogenic activity as a factor for the formation of contemporary plant communities in the central Sredna Gora mountain. Fitologija, 43: 30-35."
247,1343,83,"Filipovitch, L. Vegetation history of the high parts of Vitosha mountain during the Late Postglacial times. Fitologija, 34: 3-27"
248,1145,84,"Filipovitch, L., Lazarova, M., Stefanova, I. & Petrova, M. 1998.Development of vegetation in Mt Sredna Gora during theHolocene. Phytologia Balcanica, 4 (3): 13-29."
250,1309,86,"Gerasimenko N.P., Subetto D.O., Bakhmutov V.G., Neustrueva I.Yu., Sapelko T.V., Kuznetsov D.D., Davydova N.N., Ludikova A.V., Stolba V.F., 2009. Rekonstruktsiya paleogeografichnyh umov Zahidnogo Krymu u piznyomu golotseni za litologichnymy i paleontologichymy materialamy vyvchennya ozer (Palaeogeogrpahical reconstruction of the Western Crimea during the Late Holocene based on lithology and pollen from the lake deposits). Fizychna geografia ta geomorfologia, 56, p.299-310"
252,2069,87,"Gerasimidis, A. 2000. Palynological evidence for human influence on the vegetation of mountain regions in northern Greece: the case of Lailias, Serres. Sheffield studies in Aegian Archaeology. Sheffield Academic Press, Sheffield England."
253,2069,88,"Gerasimidis, A., and N. Athanasiadis. 1995. Woodland history of northern Greece from the mid Holocene to recent time based on evidence from peat pollen profiles. Vegetation History and Archaeobotany, 4(2):109-116."
254,2105,89,"Gerasimidis, A., and N. Athanasiadis. 1995. Woodland history of northern Greece from the mid Holocene to recent time based on evidence from peat polln profiles. Vegetation History and Archaeobotany, 4(2):109-116."
255,2064,89,"Gerasimidis, A., and N. Athanasiadis. 1995. Woodland history of northern Greece from the mid Holocene to recent time based on evidence from peat polln profiles. Vegetation History and Archaeobotany, 4(2):109-116."
256,2096,89,"Gerasimidis, A., and N. Athanasiadis. 1995. Woodland history of northern Greece from the mid Holocene to recent time based on evidence from peat polln profiles. Vegetation History and Archaeobotany, 4(2):109-116."
257,1835,89,"Gerasimidis, A., and N. Athanasiadis. 1995. Woodland history of northern Greece from the mid Holocene to recent time based on evidence from peat polln profiles. Vegetation History and Archaeobotany, 4(2):109-116."
258,2064,90,"Gerasimidis, A., and S. Panajiotidis. 2010. Contributions to the European Pollen Database. 9. Flambouro, Pieria Mountains (northern Greece). Grana, 49:76-78."
259,2096,91,"Gerasimidis, A., N. Athanasiadis, and S. Panajiotidis. 2008. Contributions to the European Pollen Database. 4. Mount Paiko (northern Greece). Grana, 47(4):316-318."
260,1835,92,"Gerasimidis, A., N. Athanasiadis, and S. Panajiotidis. 2009. Contributions to the European Pollen Database. 8. Mount Voras (north-west Greece). Grana, 48(4):316-318."
262,2070,94,"Grindean, R., I. Tantau, S. Farcas, and A. Panait. 2014. Middle to Late Holocene vegetation shifts in the NW Transylvanian lowlands (Romania). Studia UBB Geologia, 59(1):29-37."
266,1696,98,"Jahns, S. (1992) Untersuchungen über die Vegetationsgeschichte von Süddalmatien und Südgriechenland. Cuvillier Verlag, Göttingen"
267,1697,98,"Jahns, S. (1992) Untersuchungen über die Vegetationsgeschichte von Süddalmatien und Südgriechenland. Cuvillier Verlag, Göttingen"
268,1699,98,"Jahns, S. (1992) Untersuchungen über die Vegetationsgeschichte von Süddalmatien und Südgriechenland. Cuvillier Verlag, Göttingen"
269,1704,99,"Jahns, S. (1993): On the Holocene vegetation history of the Argive plain (Peloponnese, southern Greece). Vegetation History and Archaeobotany 2: 187-203."
271,1698,101,"Jahns, S. unpublished (submitted September 2011 in EPD)"
272,1703,101,"Jahns, S. unpublished (submitted September 2011 in EPD)"
273,1701,101,"Jahns, S. unpublished (submitted September 2011 in EPD)"
274,1702,101,"Jahns, S. unpublished (submitted September 2011 in EPD)"
275,1700,101,"Jahns, S. unpublished (submitted September 2011 in EPD)"
277,1045,103,"Kazanci N., Gulbabazadeh T., Leroy S. and Ileri O., 2004. Sedimentary and environmental characteristics of the Gilan-Mazenderan plain, northern Iran: influence of long- and short-term Caspian water level fluctuations on geomorphology. Journal of Marine Systems 46, 1-4: 145-168."
278,1165,103,"Kazanci N., Gulbabazadeh T., Leroy S. and Ileri O., 2004. Sedimentary and environmental characteristics of the Gilan-Mazenderan plain, northern Iran: influence of long- and short-term Caspian water level fluctuations on geomorphology. Journal of Marine Systems 46, 1-4: 145-168."
279,1166,103,"Kazanci N., Gulbabazadeh T., Leroy S. and Ileri O., 2004. Sedimentary and environmental characteristics of the Gilan-Mazenderan plain, northern Iran: influence of long- and short-term Caspian water level fluctuations on geomorphology. Journal of Marine Systems 46, 1-4: 145-168."
280,1167,103,"Kazanci N., Gulbabazadeh T., Leroy S. and Ileri O., 2004. Sedimentary and environmental characteristics of the Gilan-Mazenderan plain, northern Iran: influence of long- and short-term Caspian water level fluctuations on geomorphology. Journal of Marine Systems 46, 1-4: 145-168."
281,1168,103,"Kazanci N., Gulbabazadeh T., Leroy S. and Ileri O., 2004. Sedimentary and environmental characteristics of the Gilan-Mazenderan plain, northern Iran: influence of long- and short-term Caspian water level fluctuations on geomorphology. Journal of Marine Systems 46, 1-4: 145-168."
282,1690,104,"Kotthoff U, Pross J, Muller UC, Peyron O, Schmiedl G, Schulz H, Bordon A (2008) Climate dynamics in the borderlands of the Aegean Sea during formation of sapropel S1 deduced from a marine pollen record. Quaternary Science Reviews 27 (7-8):832-845"
283,1831,105,"Kouli, K., and M.D. Dermitzakis. 2010. Contributions to the European Pollen Database. 11. Lake Orestiás (Kastoria, northern Greece). Grana, 49(3):154-156."
286,2075,107,"Kremenetski, C.V., P.E. Tarasov, and A.E. Cherkinsky. 1994. Istoriva ostrovnykh borov Kazakhstana v golotsene [Holocene history of the Kazakhstan ""island"""" pine forests]. Botanicheski Zhurial [Botanical Journal], 79(3):13-29."""
287,1193,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
288,1194,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
289,1195,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
290,1196,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
291,1191,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
292,1192,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
293,1231,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
294,1232,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
295,1233,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
296,1234,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
297,1235,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
298,1236,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
299,1237,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
300,1238,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
301,1239,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
302,1240,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
303,1241,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
304,1242,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
305,1243,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
306,1244,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
307,1245,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
308,1246,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
309,1247,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
310,1248,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
311,1249,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
312,1250,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
313,1251,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
314,1252,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
315,1253,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
316,1254,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
317,1255,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
318,1256,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
319,1257,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
320,1258,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
321,1259,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
322,1260,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
323,1261,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
324,1262,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
325,1263,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
326,1264,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
327,1265,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
328,1266,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
329,1267,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
330,1268,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
331,1269,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
332,1270,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
333,1271,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
334,1272,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
335,1273,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
336,1274,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
337,1275,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
338,1276,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
339,1277,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
340,1278,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
341,1279,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
342,1280,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
343,1281,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
344,1282,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
345,1283,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
346,1183,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
347,1184,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
348,1185,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
349,1198,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
350,1206,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
351,1207,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
352,1208,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
353,1209,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
354,1210,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
355,1211,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
356,1212,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
357,1213,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
358,1199,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
359,1214,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
360,1215,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
361,1216,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
362,1217,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
363,1218,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
364,1219,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
365,1220,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
366,1221,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
367,1222,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
368,1223,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
369,1200,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
370,1224,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
371,1225,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
372,1226,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
373,1227,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
374,1228,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
375,1229,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
376,1230,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
377,1201,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
378,1202,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
379,1203,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
380,1204,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
381,1205,108,"Kvavadze, E (1993) On the interpretation of subfossil spore-pollen spectra in the mountains. Acta Palaeobotanica 1993 33 (1): 347-360."
383,1151,110,"Kvavadze, Eliso V; Efremov, Yurii Y (1996): Palynological studies of lake and lake-swamp sediments of the Holocene in the high mountains of Arkhys (Western Caucasus). Acta Palaeobotanica, 36(1), 107-119"
387,9,111,"Kvavadze, EV, & Rukhadze, LI, 1989. Rastitel'nost' i klimat golotsena Abkhazii (Vegetation and climate of the Holocene in Abkhazia).  Metsniereba, Tbilisi, 137pp."
390,1332,111,"Kvavadze, EV, & Rukhadze, LI, 1989. Rastitel'nost' i klimat golotsena Abkhazii (Vegetation and climate of the Holocene in Abkhazia).  Metsniereba, Tbilisi, 137pp."
391,1154,111,"Kvavadze, EV, & Rukhadze, LI, 1989. Rastitel'nost' i klimat golotsena Abkhazii (Vegetation and climate of the Holocene in Abkhazia).  Metsniereba, Tbilisi, 137pp."
402,1332,115,"Kvavadze,E.V.,Rukhadze,L.P.1989. The Holocene vegetation and climate in Abkhazia. Tbilisi, Metsniereba, 138p "
403,1154,115,"Kvavadze,E.V.,Rukhadze,L.P.1989. The Holocene vegetation and climate in Abkhazia. Tbilisi, Metsniereba, 138p "
406,1153,117,"Lazarova, M. , Tonkov, S. , Marinova, E. , Ivanov, D. and Bozilova, E. (2011) '12. Western Rhodopes Mountains (Bulgaria): peat bog Beliya Kanton', Grana, 50: 2, 162  164,"
407,1334,118,"Lazarova, M. A. (1995): Human impact on the natural vegetation in the region of Lake Srebarna and mire Garvan (northeastern Bulgaria). Palynological and Palaeoethnobotanical evidence. In: E. Bozilova and Tonkov, S. (eds.). Advances in Holocene Palaeoecology in Bulgaria, 47-67"
409,1707,119,"Lazarova, M., M. Petrova and M. Jordanova (2006) Pollen monitoring in surface samples in mosses and pollen traps from the Beglika region (W Rhodopes) Phytologia Balcanica 12 (3): 317325"
410,1708,119,"Lazarova, M., M. Petrova and M. Jordanova (2006) Pollen monitoring in surface samples in mosses and pollen traps from the Beglika region (W Rhodopes) Phytologia Balcanica 12 (3): 317325"
411,1687,120,"Lazarova, M.A., S. Tonkov, I. Snowball, and E. Marinova. 2009. Contribution to the European Pollen Database. 6. Peat-bog Begubar (Osogovo Mountains, south-west Bulgaia): Four millenia of vegetation history. Grana, 2009, 48:147-149"
412,1100,121,"Leroy S., Marret F., Giralt S. and Bulatov S. A., (2006)  Natural and anthropogenic rapid changes in the Kara-Bogaz Gol over the last two centuries by palynological analyses. Quaternary International, 150: 52-70"
413,1050,121,"Leroy S., Marret F., Giralt S. and Bulatov S. A., (2006)  Natural and anthropogenic rapid changes in the Kara-Bogaz Gol over the last two centuries by palynological analyses. Quaternary International, 150: 52-70"
414,1067,121,"Leroy S., Marret F., Giralt S. and Bulatov S. A., (2006)  Natural and anthropogenic rapid changes in the Kara-Bogaz Gol over the last two centuries by palynological analyses. Quaternary International, 150: 52-70"
415,1058,122,Leroy SAG (2010) Pollen analysis of core DS7-1SC (Dead Sea) showing intertwined effects of climatic change and human activities in the Late Holocene. Journal of Archaeological Science 37 (2):306-316
416,1534,123,"Leroy SAG, Boyraz S, Gurbuz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
417,1512,123,"Leroy SAG, Boyraz S, Gurbuz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
418,1529,123,"Leroy SAG, Boyraz S, Gurbuz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
419,1519,124,"Leroy SAG, Boyraz S, Gürbüz A (2009) High-resolution palynological analysis in Lake Sapanca as a tool to detect recent earthquakes on the North Anatolian Fault. Quaternary Science Reviews 28 (25-26):2616-2632"
